hour (30 min epochs),activity (30 min),hour (13 h epochs),activity (13 h)
26.5,62.97666180564959,,
27,78.023767255959,,
27.5,89.18216565290777,,
28,81.30918070939883,,
28.5,90.68363027867365,,
29,91.13256487497544,,
29.5,86.79721365359042,,
30,81.84915144536876,,
30.5,92.98521411781087,,
31,85.85678543415679,,
31.5,86.48667113632585,,
32,96.52873486293747,,
32.5,79.55618328774955,,
33,62.18636308661409,,
33.5,83.11409336657242,,
34,68.90631761371874,,
34.5,60.75412746095353,,
35,64.97010598820263,,
35.5,61.80734794592436,,
36,36.80871352899012,,
36.5,46.646530214839764,,
37,33.38085199136944,,
37.5,35.621908565101975,,
38,24.59939862265353,,
38.5,29.801041555670004,,
39,29.231005368787958,,
39.5,15.594403812855207,,
40,12.980028253736275,,
40.5,14.543663715263275,,
41,6.2938670140086685,,
41.5,9.759810458283601,,
42,11.421649350298804,,
42.5,10.169616565660407,,
43,17.11162771624297,,
43.5,11.575162806687667,,
44,25.498806713588117,,
44.5,13.750799512862338,,
45,24.95092760496127,,
45.5,28.353434933978097,,
46,35.48240650246078,,
46.5,23.531772546364838,,
47,38.24222550256492,,
47.5,46.33121956762099,,
48,51.12393879661126,,
48.5,51.85861220804873,,
49,58.790968902397914,,
49.5,59.30773961051547,,
50,67.38772270721631,,
50.5,65.28098098391195,,
51,76.71347038440187,,
51.5,85.6510979065884,,
52,88.53577308918403,,
52.5,94.6572786920225,,
53,86.21974475922579,,
53.5,83.12682298664667,,
54,83.61985860041473,,
54.5,92.35002127496288,,
55,93.44597527841869,,
55.5,93.47002842836683,,
56,81.41560143795279,,
56.5,77.70341428619616,,
57,65.19732728353962,,
57.5,72.53966051902607,,
58,70.39684753582239,,
58.5,63.07471693564913,,
59,59.5449163979907,,
59.5,50.521050072342234,,
60,39.147342671447355,,
60.5,46.004521794732206,,
61,41.57680154607162,,
61.5,18.501522892083862,,
62,31.090901111253373,,
62.5,22.279409021250814,,
63,20.708460778837267,,
63.5,28.130425645138928,,
64,20.084331258574988,,
64.5,17.74194505434145,,
65,4.624687808168776,,
65.5,7.0321355499158145,,
66,8.315480285913193,,
66.5,10.866069771496555,,
67,7.657304196631026,,
67.5,0.747081597762902,,
68,17.931417778093664,,
68.5,20.126782093828634,,
69,19.27285470070952,,
69.5,21.942280791444592,,
70,36.86367843948588,,
70.5,35.2436190061936,,
71,37.35758970775002,,
71.5,49.64981804966311,,
72,51.35385823270363,,
72.5,59.49780617580721,,
73,61.12614020063355,,
73.5,65.82979243119713,,
74,74.51204654351628,,
74.5,75.30440715892347,,
75,71.36433644080174,,
75.5,83.09761163021427,,
76,87.93165911110455,,
76.5,90.43899818195207,,
77,90.05179155490559,,
77.5,83.91623572346806,,
78,85.70684993642786,,
78.5,92.52522939664195,,
79,94.46576881378067,,
79.5,84.1530140751384,,
80,87.7251982202065,,
80.5,73.25089290138874,,
81,73.54072042968343,,
81.5,76.21573821624392,,
82,72.55530230649474,,
82.5,65.59959800996964,,
83,54.959179229484064,,
83.5,57.994536817531404,,
84,40.23183171727148,,
84.5,47.687901822764665,,
85,40.36446867678452,,
85.5,35.24034162722305,,
86,34.84377431875217,,
86.5,11.491954508325179,,
87,19.291664572087008,,
87.5,25.993699077059027,,
88,17.816597728614266,,
88.5,15.631827507915652,,
89,25.750429404846848,,
89.5,15.286511252186507,,
90,1.3527892459777178,,
90.5,24.22929819900709,,
91,12.05639958781232,,
91.5,16.949351134014144,,
92,14.771484989353878,,
92.5,21.90979672140561,,
93,16.96982872324454,,
93.5,19.448071786104187,,
94,30.078653357617327,,
94.5,31.69639424130826,,
95,51.37037257003446,,
95.5,42.76002343470331,,
96,45.83521020491002,,
96.5,53.09654182501083,,
97,67.30210468161657,,
97.5,65.31985514954305,,
98,71.56480481209509,,
98.5,80.27368130245712,,
99,84.25595798899548,,
99.5,80.89966372601161,,
100,77.31437513170492,,
100.5,79.88360314017126,,
101,86.0845320978425,,
101.5,87.18345996918748,,
102,100.83714636338334,,
102.5,88.52402972004441,,
103,86.547654805935,,
103.5,89.793644503783,,
104,91.2075699304384,,
104.5,92.20952260695424,,
105,82.50724397180832,,
105.5,71.70792131334579,,
106,68.53479690822665,,
106.5,68.86991257801492,,
107,68.95424060179126,,
107.5,58.97133531672617,,
108,52.22319913704278,,
108.5,47.244212251961315,,
109,47.290779396099886,,
109.5,39.19188236313563,,
110,30.466519790241637,,
110.5,30.344140683077313,,
111,20.911035094910616,,
111.5,11.15536686307703,,
112,10.535021920466672,,
112.5,2.1995853829013985,,
113,10.901487710274509,,
113.5,11.467484945458477,,
114,10.999624132629211,,
114.5,19.710798523581275,,
115,9.089452005064313,,
115.5,22.115876981993765,,
116,0.38506696904464377,,
116.5,4.051817769255159,,
117,17.82593745309112,,
117.5,20.37961678196767,,
118,24.80625940954922,,
118.5,29.29445249392616,,
119,43.638553448494,,
119.5,39.9367722608348,,
120,41.74468522563545,,
120.5,46.81665938013377,,
121,61.2257293891312,,
121.5,59.64671917420159,,
122,74.10797854853648,,
122.5,80.29260193346397,,
123,77.24076750420487,,
123.5,75.14130683973563,,
124,83.1614697706585,,
124.5,84.2692397220302,,
125,92.07657545795412,,
125.5,91.44470455507877,,
126,85.02190605824394,,
126.5,81.83828700916305,,
127,82.53786061256395,,
127.5,78.721091753175,,
128,82.75547446370113,,
128.5,84.92470169645725,,
129,80.73872374891144,,
129.5,70.08747852639512,,
130,71.37523607317576,,
130.5,67.03735292665036,,
131,68.58600231689861,,
131.5,47.19151490406986,,
132,50.86008005899905,,
132.5,50.36980919372119,,
133,42.60056540756756,,
133.5,29.67602634604362,,
134,29.01578505187616,,
134.5,23.639009070814048,,
135,10.14630104966992,,
135.5,16.602542768974484,,
136,5.829185507246407,,
136.5,6.1367515475393635,,
137,10.35861839512466,,
137.5,11.762406068029891,,
138,3.1549727144796087,,
138.5,17.684350415198722,,
139,12.550483841103128,,
139.5,5.166255175536635,,
140,6.901482297716351,,
140.5,11.618874076979395,,
141,21.91971477368347,,
141.5,26.48619042356259,,
142,29.494901382373577,,
142.5,38.24225210198604,,
143,36.255661290638606,,
143.5,38.35960511855432,,
144,42.35926178802517,,
144.5,47.83581998849605,,
145,70.66114778666689,,
145.5,66.17552236604139,,
146,80.58644648947926,,
146.5,70.59341042145462,,
147,84.4416846855219,,
147.5,89.85436856088413,,
148,84.96755055289569,,
148.5,86.1279122108334,,
149,113.33480901659998,,
149.5,88.44824892954504,,
150,86.49619696802756,,
150.5,88.235099659912,,
151,75.22396542650381,,
151.5,86.2172496520882,,
152,84.94618706859791,,
152.5,79.73131177049694,,
153,77.69018136248387,,
153.5,83.06257600545464,,
154,67.31050496533622,,
154.5,70.87943520596014,,
155,57.4791040714352,,
155.5,56.388007518638126,,
156,48.966922419685496,,
156.5,38.79295146451205,,
157,44.38920660435098,,
157.5,30.188385687522363,,
158,35.78871258703898,,
158.5,33.4047250410609,,
159,23.63194769742222,,
159.5,22.828310312618935,,
160,12.27678299662956,,
160.5,13.435979841287022,,
161,15.309533982179818,,
161.5,11.409518678548533,,
162,10.848403991874697,,
162.5,16.289593837566986,,
163,6.962963926437161,,
163.5,8.719161535693146,,
164,16.302231781614154,,
164.5,19.035772440178096,,
165,14.143613796095831,,
165.5,29.14995017573165,,
166,28.200629648249578,,
166.5,31.279345000023557,,
167,43.97515918482168,,
167.5,50.65470803131837,,
168,54.08278218122672,,
168.5,59.58393859647088,,
169,71.69801068188242,,
169.5,62.23895058958737,,
170,72.2750971932101,,
170.5,60.702828369860846,,
171,79.93751194400241,,
171.5,86.66494033539404,,
172,86.67153845051506,,
172.5,77.67755723060232,,
173,94.05201100563147,,
173.5,91.52960798839875,,
174,95.44715132424328,,
174.5,96.91616158442851,,
175,85.36355260204597,,
175.5,85.90723122799292,,
176,84.0280376010053,,
176.5,79.14573184281898,,
177,89.27343470034225,,
177.5,74.67151788156224,,
178,73.32173680328218,,
178.5,73.67035280088703,,
179,60.23667934652549,,
179.5,58.39639128886638,,
180,53.1862622572877,,
180.5,42.01592313005818,,
181,39.25541831559124,,
181.5,45.427506881140246,,
182,28.083362729188003,,
182.5,18.292449338029943,,
183,20.13686645463983,,
183.5,23.22136142323701,,
184,5.999695782852973,,
184.5,17.468692255492904,,
185,11.893180188993963,,
185.5,7.829589701361975,,
186,5.901526858581235,,
186.5,16.09022572535894,,
187,22.90431823857825,,
187.5,11.858243978768463,,
188,23.49979406134547,,
188.5,12.055979263396473,,
189,28.529212991485167,,
189.5,22.324046690405094,,
190,25.336919316490537,,
190.5,30.267029710685513,,
191,33.35972016768357,,
191.5,45.99468589427263,,
192,48.37925487095013,,
192.5,42.461980199586506,,
193,49.8893607691527,,
193.5,64.1815613909955,,
194,70.92640919798527,,
194.5,70.38598676993038,,
195,80.03776271753298,,
195.5,89.61189807454161,,
196,80.79921588510396,,
196.5,83.37373377381782,,
197,90.7841680098732,,
197.5,87.40490383331354,,
198,89.35530121228811,,
198.5,79.78853013813875,,
199,92.22881203152356,,
199.5,83.19390053412744,,
200,79.66190598596991,,
200.5,95.59424491316477,,
201,84.06579293955498,,
201.5,68.0852319293713,,
202,74.10876029674046,,
202.5,48.53192455009946,,
203,60.617172973374814,,
203.5,61.497049080356724,,
204,53.57399887025149,,
204.5,39.142519927826804,,
205,50.06695677631582,,
205.5,31.62424502547874,,
206,20.959643579949148,,
206.5,21.870831868396188,,
207,18.07577665986821,,
207.5,28.548398759150935,,
208,27.19180096861014,,
208.5,8.936082684995004,,
209,12.708942216839024,,
209.5,3.3302337070447248,,
210,12.682707956790928,,
210.5,14.50080480684107,,
211,12.862862932594151,,
211.5,10.795085201676194,,
212,25.833141570358652,,
212.5,24.765776657977526,,
213,22.698529027295525,,
213.5,33.01227523054279,,
214,31.002587460118725,,
214.5,44.75301314851548,,
215,40.079780106010396,,
215.5,45.75167822194622,,
216,54.80168756579651,,
216.5,42.06722695060721,,
217,54.47478542685154,,
217.5,65.06671165291183,,
218,65.26397893299371,,
218.5,67.86468294140475,,
219,87.88946947670688,,
219.5,89.61952007519223,,
220,86.99620546239015,,
220.5,84.3320847318937,,
221,92.5086717746415,,
221.5,82.72435114932611,,
222,78.46603030352944,,
222.5,88.00918185448874,,
223,97.6807356182519,,
223.5,77.2879344550148,,
224,78.38163202704447,,
224.5,74.46647858889813,,
225,73.42084571489679,,
225.5,74.80464715433445,,
226,72.31855426157652,,
226.5,61.03276433493993,,
227,56.29825302367079,,
227.5,54.743483325866656,,
228,47.873935306818346,,
228.5,44.613389168872914,,
229,37.37307130829926,,
229.5,37.976825789970256,,
230,33.517461390244634,,
230.5,22.780939762033913,,
231,26.494332902931937,,
231.5,22.69167447355727,,
232,17.72086788143138,,
232.5,10.899277929563155,,
233,12.471453477508872,,
233.5,14.182044027516552,,
234,16.99571936835679,,
234.5,14.209011953466282,,
235,8.26047345652636,,
235.5,15.3791351212441,,
236,17.040962811035165,,
236.5,27.640775800281098,,
237,24.06372854485632,,
237.5,28.414426969175288,,
238,21.94481535326649,,
238.5,40.03470979267684,,
239,43.70364698174382,,
239.5,48.73476420327152,,
240,50.464290812455154,,
240.5,52.12300877619984,,
241,56.6544805624342,,
241.5,61.89381026582989,,
242,78.00147512273654,,
242.5,67.70109378625729,,
243,83.98981875562605,,
243.5,81.19142961272722,,
244,87.49410758934634,,
244.5,84.31593743541436,,
245,78.71703897046787,,
245.5,97.00826903949631,,
246,97.2599167798607,,
246.5,88.92481471035127,,
247,93.59319391429801,,
247.5,88.89749006281271,,
248,80.1526211381079,,
248.5,81.73851845870614,,
249,77.57968342734499,,
249.5,79.37611037244012,,
250,69.36062467948477,,
250.5,56.792117418214445,,
251,56.420642390070846,,
251.5,71.45017608332108,,
252,42.19206058204776,,
252.5,53.08102843495563,,
253,38.67069087351969,,
253.5,26.99605767593844,,
254,31.582415952650127,,
254.5,34.37008267911151,,
255,19.167481330204538,,
255.5,17.255436761860008,,
256,7.973129897541666,,
256.5,8.861511914055711,,
257,0,,
257.5,8.724326470032087,,
258,8.148478073400616,,
258.5,16.307210702279146,,
259,6.0452569241663925,,
259.5,17.401290906611464,,
260,16.416984694933205,,
260.5,6.773581868522044,,
261,20.522046920720733,,
261.5,30.50512079785791,,
262,33.41125521338369,,
262.5,46.29691463503061,,
263,42.724751502708294,,
263.5,45.37152904426483,,
264,44.140480432308884,,
264.5,57.68618660289202,,
265,61.941621388202925,,
265.5,56.5637508235412,,
266,70.71237540002768,,
266.5,69.7985846671472,,
267,87.52033203738266,,
267.5,98.70357609469966,,
268,90.46358923194157,,
268.5,88.61933381965787,,
269,73.24696061362101,,
269.5,93.71761634126946,,
270,81.66541498958202,,
270.5,87.55634019380356,,
271,86.1195296910635,,
271.5,85.29360257158731,,
272,78.78948772564048,,
272.5,87.19838765650607,,
273,88.64164931712472,,
273.5,84.86526696394546,,
274,61.23029727650466,,
274.5,68.20411485854915,,
275,59.94031649659577,,
275.5,60.82434861124584,,
276,61.07962806887197,,
276.5,39.09485242191381,,
277,31.428717258995086,,
277.5,26.13342822614964,,
278,34.148388133406655,,
278.5,28.78470043341426,,
279,20.67613562125808,,
279.5,21.84839763809689,,
280,4.101950080548445,,
280.5,15.564561885857838,,
281,20.963336437303223,,
281.5,8.33381845488658,,
282,12.460179510745668,,
282.5,9.351527741631704,,
283,12.37294255412673,,
283.5,3.408591410022485,,
284,17.80756928742957,,
284.5,14.54501898365939,,
285,23.093155540449295,,
285.5,15.23031225291316,,
286,23.51936371844238,,
286.5,34.200914275528376,,
287,46.087930345074795,,
287.5,40.77510886993089,,
288,49.2071541085447,,
288.5,62.036000792465074,,
289,68.6815029962828,,
289.5,73.24770782342009,,
290,67.2104346506778,,
290.5,84.39917201952534,,
291,82.00997919597746,,
291.5,74.23851358525708,,
292,89.05352470837157,,
292.5,82.09723926933623,,
293,84.419694808213,,
293.5,97.25359177898919,,
294,81.29430651312313,,
294.5,86.13325290640925,,
295,91.56619760614564,,
295.5,84.56292036210286,,
296,96.93733718725119,,
296.5,84.42351015436448,,
297,82.27148473316403,,
297.5,76.14672602386935,,
298,70.62913294080332,,
298.5,70.87182100204713,,
299,57.92695776661728,,
299.5,74.3307750753232,,
300,47.06247451272049,,
300.5,41.05450513473855,,
301,34.025320763089525,,
301.5,35.65568864089598,,
302,14.53552343219355,,
302.5,33.015106491870405,,
303,13.837429421198266,,
303.5,12.734553070965042,,
304,27.965859503050293,,
304.5,15.63090323232334,,
305,15.313483559046896,,
305.5,9.776020175928297,,
306,13.249837965274649,,
306.5,2.037083218952988,,
307,7.469125215577586,,
307.5,8.34081362972561,,
308,22.526215335786475,,
308.5,3.6550978089946042,,
309,21.174253070771154,,
309.5,18.636154186320034,,
310,26.805078288070256,,
310.5,38.14138292680197,,
311,39.67184321811095,,
311.5,36.96048816401224,,
312,42.79094818805573,,
312.5,44.83498158439012,,
313,61.198159505139095,,
313.5,62.29663122330286,,
314,73.99067555714444,,
314.5,69.51962280814097,,
315,78.35944423653899,,
315.5,78.34019507844758,,
316,84.3922337526738,,
316.5,82.39380723168428,,
317,87.11431218065822,,
317.5,82.99272645828117,,
318,82.41937387309326,,
318.5,82.27772714912281,,
319,88.618093742526,,
319.5,91.46766608505042,,
320,75.8862907450549,,
320.5,86.19835185602734,,
321,74.84021506258472,,
321.5,67.98994201548906,,
322,68.79362317986849,,
322.5,66.32612630367821,,
323,58.000793455380396,,
323.5,51.25615738432827,,
324,54.899858482428094,,
324.5,41.425755149944,,
325,39.06492773288589,,
325.5,40.4558147156008,,
326,32.40731176825274,,
326.5,30.598118259997975,,
327,15.114753408275433,,
327.5,15.271414374139368,,
328,20.75896356433534,,
328.5,1.4756176631381095,,
329,13.158873452845391,,
329.5,12.631535182931911,,
330,2.0740339057469193,,
330.5,16.322085134692983,,
331,12.675662032235488,,
331.5,13.729541242787324,,
332,19.80457153079966,,
332.5,18.756235752161807,,
333,17.84330812894021,,
333.5,28.53682877598087,,
334,32.001440688759004,,
334.5,45.2807080679749,,
335,45.7093949525237,,
335.5,51.415332689963435,,
336,55.77215131325522,,
336.5,49.953914857809565,,
337,62.57243365650796,,
337.5,52.99352370564724,,
338,71.91201110325588,,
338.5,76.69361587614104,,
339,72.64886033713118,,
339.5,90.80891720568522,,
340,91.41175034556728,,
340.5,88.52581514246658,,
341,91.91397508920078,,
341.5,90.99634999108571,,
342,104.030355556151,,
342.5,84.70375815974391,,
343,84.81541718141649,,
343.5,87.86568108159227,,
344,82.82377824761815,,
344.5,87.92221758643805,,
345,76.84563961847161,,
345.5,73.52167766736346,,
346,60.01864780519006,,
346.5,50.252111418657066,,
347,61.76695132596005,,
347.5,60.26350458730101,,
348,53.99231274608053,,
348.5,40.74697093809475,,
349,39.08182951071086,,
349.5,30.148466871289006,,
350,35.60290177007659,,
350.5,18.746880090539683,,
351,31.03360111218484,,
351.5,15.787651063964937,,
352,3.4961065925937973,,
352.5,20.108591150903667,,
353,20.94925420090035,,
353.5,10.078979377415317,,
354,16.037313648180845,,
354.5,16.49966624809415,,
355,6.7474136788714905,,
355.5,7.028236713380025,,
356,18.900586374005876,,
356.5,20.60001469029173,,
357,13.772690204394308,,
357.5,31.49978560241694,,
358,29.961503426851383,,
358.5,36.087724304535655,,
359,35.633654205008376,,
359.5,54.2728449869951,,
360,47.828674614758754,,
360.5,51.37853974862221,,
361,61.029597284644225,,
361.5,72.86390124548747,,
362,65.10889381461013,,
362.5,77.56517467595907,,
363,73.75284369327092,,
363.5,83.4792223881071,,
364,91.63283522535617,,
364.5,103.92841127561329,,
365,92.80612431351017,,
365.5,89.59143833116744,,
366,82.48212617119425,,
366.5,88.85927085010844,,
367,92.16521791589194,,
367.5,99.50739822569712,,
368,82.71900899949128,,
368.5,72.32277178638626,,
369,73.67971317137722,,
369.5,74.6631614922594,,
370,60.246114460468974,,
370.5,67.30625917319627,,
371,63.63050758437067,,
371.5,62.74239122533284,,
372,38.81021489056918,,
372.5,51.44580306829161,,
373,47.16905863867493,,
373.5,28.240772100298127,,
374,32.46179288702429,,
374.5,30.99720515996877,,
375,16.613789555475574,,
375.5,11.936635430743909,,
376,19.55295334018004,,
376.5,14.323603867477091,,
377,1.2147317966173272,,
377.5,15.753172967392327,,
378,3.813961461539603,,
378.5,6.176093305795421,,
379,16.200990153315793,,
379.5,9.021414191265656,,
380,29.245498311014924,,
380.5,5.2439696139024985,,
381,19.008844376265888,,
381.5,31.860356682913938,,
382,38.98858489407142,,
382.5,25.663794669380845,,
383,44.25498186526281,,
383.5,49.258903771441204,,
384,47.67457254764273,,
384.5,57.648693272136555,,
385,59.82217008292853,,
385.5,59.47698794426836,,
386,63.256500684775276,,
386.5,78.51861977188294,,
387,76.13279930994588,,
387.5,77.2836392566197,,
388,89.42598080367888,,
388.5,90.94842495747692,,
389,79.81120583199635,,
389.5,83.53691635036381,,
390,86.31652773414763,,
390.5,89.08784653719273,,
391,88.64506897354501,,
391.5,82.16133201498113,,
392,84.64242495174982,,
392.5,85.62243711410407,,
393,67.10573700977325,,
393.5,73.24651562083952,,
394,71.98058487711808,,
394.5,67.41362220834927,,
395,56.6184451764359,,
395.5,59.11450073087548,,
396,53.825103984755486,,
396.5,37.987989726633245,,
397,35.792489219072394,,
397.5,44.953252422183766,,
398,41.58229506825652,,
398.5,15.062791896206882,,
399,20.336796140896453,,
399.5,14.541899623323705,,
400,14.111657731321547,,
400.5,18.793114342016327,,
401,16.32239544412925,,
401.5,1.4790184883148711,,
402,16.767612048535053,,
402.5,3.972675241743465,,
403,12.485271614766742,,
403.5,18.224263729820585,,
404,9.502863148174082,,
404.5,18.641553127664938,,
405,21.1773806003521,,
405.5,28.922057644626364,,
406,30.90346244548553,,
406.5,36.97509072354563,,
407,43.67387717394551,,
407.5,42.067018827324524,,
408,63.451651325558146,,
408.5,50.121318133498505,,
409,62.55124022927203,,
409.5,66.71533059943624,,
410,64.22122982022705,,
410.5,52.40575188424599,,
411,79.7061530623824,,
411.5,77.13085723700217,,
412,95.70386975690121,,
412.5,91.06844389393143,,
413,74.88155191981932,,
413.5,88.08029979766381,,
414,88.36650938096714,,
414.5,94.91522051548662,,
415,90.4349771708602,,
415.5,98.44307543843678,,
416,82.54968238315931,,
416.5,69.74383483636026,,
417,82.45452961277459,,
417.5,79.15900361344971,,
418,72.64632648246767,,
418.5,72.33801056511147,,
419,49.42797483112896,,
419.5,62.243891176458234,,
420,48.03585375199618,,
420.5,36.588111235903646,,
421,38.900211119182764,,
421.5,30.73836273265525,,
422,33.618609757293214,,
422.5,19.47327180606444,,
423,16.475057506259088,,
423.5,13.100055339821047,,
424,24.934763241941926,,
424.5,6.700031011899152,,
425,2.8648927376986038,,
425.5,9.883602752409617,,
426,9.103687835382413,,
426.5,0.4953992135718597,,
427,7.103677032391353,,
427.5,6.318667781176555,,
428,13.312169753319445,,
428.5,21.731844734395885,,
429,33.73075811043032,,
429.5,29.136745767456198,,
430,27.85333318475861,,
430.5,42.17246013345862,,
431,24.89090440632241,,
431.5,44.21225927430843,,
432,51.02558965234923,,
432.5,68.56687289377578,,
433,65.93899822773297,,
433.5,64.35523836496392,,
434,69.63206496132001,,
434.5,76.22080618874456,,
435,90.89721209445037,,
435.5,69.14575640150494,,
436,91.1068446302366,,
436.5,71.72236026009071,,
437,91.12586881384262,,
437.5,93.29189603426656,,
438,84.91434499341783,,
438.5,96.02490989169476,,
439,82.4523522706605,,
439.5,96.40902100286552,,
440,86.98241211963263,,
440.5,84.5553747442479,,
441,76.05968044508023,,
441.5,90.84777462621872,,
442,71.59310457638166,,
442.5,64.16012308271766,,
443,73.20990740730531,,
443.5,52.614497921242204,,
444,47.21859627318308,,
444.5,47.41920319428757,,
445,48.54676002406243,,
445.5,33.82484648637531,,
446,34.107847123824044,,
446.5,26.97030947649301,,
447,18.184530228598735,,
447.5,15.410931657319441,,
448,18.992546369940996,,
448.5,19.72697191758963,,
449,15.706827795385625,,
449.5,6.090751314681696,,
450,13.683748702006012,,
450.5,10.190474360608988,,
451,9.890105423083718,,
451.5,10.332590475466368,,
452,22.679787204396703,,
452.5,19.930753354350692,,
453,21.77145059844634,,
453.5,20.10545325080117,,
454,32.90393068058315,,
454.5,27.704111733001906,,
455,37.83275131139541,,
455.5,50.17179752371207,,
456,46.60381235009168,,
456.5,62.96240786039403,,
457,63.13481774386902,,
457.5,57.047734099411045,,
458,69.8024165419901,,
458.5,80.83851990318739,,
459,87.79718241063318,,
459.5,95.91021075782105,,
460,86.97323746749987,,
460.5,83.47146252498227,,
461,98.79146941958838,,
461.5,93.09883719752061,,
462,86.69564443489045,,
462.5,87.38274550989753,,
463,95.4398964502725,,
463.5,79.61050976994831,,
464,81.1644408677295,,
464.5,72.91578302642466,,
465,78.65166942896514,,
465.5,66.62433382875935,,
466,75.42389120343731,,
466.5,70.16528895130924,,
467,58.14773094797116,,
467.5,55.87163931695617,,
468,50.93675197465376,,
468.5,58.947840652705885,,
469,44.95578216627459,,
469.5,46.75990019536589,,
470,24.45242004520292,,
470.5,20.330873623623752,,
471,20.108536233556126,,
471.5,17.143163131614763,,
472,13.750485790840212,,
472.5,4.056205752950371,,
473,19.929485801794968,,
473.5,7.185228918228186,,
474,11.66998884370467,,
474.5,0,,
475,20.016546213263275,,
475.5,2.5620748729499514,,
476,12.938095709057011,,
476.5,19.11308616850642,,
477,21.747874626885878,,
477.5,33.26960381571877,,
478,31.905697161736256,,
478.5,39.76744137350347,,
479,32.46872874992678,,
479.5,47.55083612219273,,
