hour,component A (24.8 h),component B (23.4 h),recorded activity
228,38.21479696304603,9.71705190104726,47.93184886409328
229,44.88552530027212,1.8723842240046102,46.757909524276734
230,46.04433122420016,0.169217819152649,46.213549043352806
231,0,0,0
232,3.33112832475239,0,3.33112832475239
233,0,3.5291591995098273,3.5291591995098273
234,3.2007611473187634,41.72659979443569,44.92736094175446
235,0,40.298394155592526,40.298394155592526
236,1.1733022839505045,44.239673969868505,45.41297625381901
237,0.6139342461554129,41.30150771624663,41.91544196240204
238,4.322037593772807,39.121458595222435,43.44349618899524
239,0,36.34462503745229,36.34462503745229
240,4.479412739450369,41.159380881032156,45.638793620482524
241,0,36.5812629121498,36.5812629121498
242,0,0,0
243,0,5.754334101975863,5.754334101975863
244,0,2.7269892147292643,2.7269892147292643
245,2.9589279303829557,5.368499941595732,8.327427871978689
246,1.1735803873753705,0,1.1735803873753705
247,13.222696045666389,1.5889443312312652,14.811640376897653
248,2.335339957734634,0,2.335339957734634
249,40.54241933327741,0,40.54241933327741
250,34.16293033421742,0,34.16293033421742
251,36.068902147256836,5.845395237168676,41.91429738442551
252,39.76528873579191,3.3678151623585917,43.1331038981505
253,45.71994221023072,2.210349299975044,47.93029151020576
254,41.66341274633433,4.899160411898072,46.562573158232404
255,41.0680511346155,0,41.0680511346155
256,5.116657028904481,0.05035512032094802,5.167012149225428
257,0,0,0
258,3.892594699837703,46.68831959391053,50.58091429374823
259,0,37.49081269024753,37.49081269024753
260,0.7475028170061231,44.5979240798715,45.34542689687762
261,0.18516615395830316,38.81660182544562,39.00176797940393
262,7.43148787643931,39.92488932821884,47.35637720465815
263,1.4011031654298551,36.98367153017303,38.38477469560288
264,0,43.327344408904445,43.327344408904445
265,0,0,0
266,3.728620808810504,1.074977708122504,4.803598516933008
267,0.3255553313881503,3.8414246558562786,4.166979987244429
268,3.234174815249106,4.956624819860745,8.190799635109851
269,3.263489783603614,0,3.263489783603614
270,11.049471819713041,0,11.049471819713041
271,0,0,0
272,4.5097678598877025,0,4.5097678598877025
273,41.780124040439226,1.4028350341253226,43.18295907456455
274,42.38095797163181,3.3924121218184204,45.773370093450225
275,42.232585881775535,8.083732630842228,50.31631851261776
276,43.35663467395988,1.026755895636317,44.3833905695962
277,40.49398464091934,6.213713395494198,46.70769803641353
278,44.617095086085314,7.7658351288188285,52.38293021490414
279,39.78016762791803,7.753371896501343,47.533539524419375
280,39.8773082728413,0,39.8773082728413
281,9.524353917836232,41.82471220097563,51.34906611881186
282,0,41.19272978717685,41.19272978717685
283,0,29.401083425702126,29.401083425702126
284,11.511901932493503,44.05579805142044,55.56769998391394
285,2.4535252382324546,37.509891031233025,39.963416269465476
286,2.211588196136724,37.77824581521713,39.98983401135386
287,0,33.9116487186567,33.9116487186567
288,3.379032591387986,1.3295354912249064,4.708568082612892
289,4.177669244958347,5.174049023556359,9.351718268514706
290,5.782170941971289,3.6886200839667334,9.470791025938023
291,4.309505538755012,2.5143671938833125,6.823872732638325
292,0.8089429697849022,0,0.8089429697849022
293,5.467277828152721,0,5.467277828152721
294,0,5.980620582475438,5.980620582475438
295,0,0,0
296,8.140598177916274,0.025786020187218206,8.166384198103493
297,5.412251382779413,0,5.412251382779413
298,43.43374949054094,8.019950752525936,51.453700243066876
299,44.34542862262099,1.8267973453865467,46.17222596800754
300,37.69997676409625,0,37.69997676409625
301,38.13537017814142,4.944446949497227,43.07981712763865
302,38.19871987011758,0,38.19871987011758
303,43.9995529226415,1.8599967067310683,45.859549629372566
304,37.657777176892886,2.084558533868204,39.74233571076109
305,41.43343584904219,44.06940812660572,85.50284397564792
306,0,42.163977587510246,42.163977587510246
307,0,40.52387466749209,40.52387466749209
308,0,38.53105518304176,38.53105518304176
309,0.8223892117772278,44.88701741946525,45.70940663124248
310,2.240364824747476,37.00086845643006,39.241233281177536
311,0,42.15566048465986,42.15566048465986
312,0,0,0
313,2.7804920431223374,0,2.7804920431223374
314,9.836886244544285,5.714180028785344,15.551066273329628
315,1.4914439669070267,0,1.4914439669070267
316,2.295244624534627,11.197367829394848,13.492612453929475
317,0,0,0
318,8.926806190300958,2.364545978086828,11.291352168387785
319,0,4.336794173960107,4.336794173960107
320,0,0,0
321,0.11910763665332813,4.838620356277569,4.957727992930897
322,6.212851590059172,9.609098046603448,15.82194963666262
323,38.48848175440179,1.72783218839577,40.21631394279756
324,39.15509666273306,0,39.15509666273306
325,36.5412697972181,0.3600962337653535,36.90136603098345
326,36.19903744104292,3.558598912704489,39.75763635374741
327,47.68275238356969,0.4075514162394005,48.09030379980909
328,44.9624170777869,41.90203874054875,86.86445581833564
329,39.69958709613739,37.25009857865985,76.94968567479725
330,0,47.85870799821243,47.85870799821243
331,0,45.695041289201846,45.695041289201846
332,0,35.81260448700047,35.81260448700047
333,12.732335578505797,43.760639820240556,56.49297539874635
334,2.3015143122697137,39.47240962285581,41.773923935125524
335,6.286006867473835,4.243323350237219,10.529330217711054
336,6.3010459072569125,3.4903684598834928,9.791414367140405
337,0,10.16273675398632,10.16273675398632
338,1.1835884287597398,2.2761881470168177,3.4597765757765577
339,0,1.2833016853338455,1.2833016853338455
340,1.0886413551227876,3.306435174508573,4.3950765296313605
341,0,0,0
342,5.537799565993522,0,5.537799565993522
343,8.785675996661602,0,8.785675996661602
344,4.349379741983096,0,4.349379741983096
345,4.540299655681116,0,4.540299655681116
346,1.187568775666085,6.341558192772152,7.529126968438237
347,3.5815809432201107,1.5484973448995407,5.130078288119652
348,44.09891205265769,0,44.09891205265769
349,35.99341344904815,3.964882055030916,39.95829550407906
350,42.97356121567706,0.35793239979338787,43.33149361547045
351,38.59615405132748,45.29323193640322,83.88938598773069
352,34.19962999115817,36.27157992316218,70.47120991432035
353,41.516488238083454,38.5271244086887,80.04361264677215
354,43.978184528499035,41.789246678981485,85.76743120748051
355,0,38.39732089399956,38.39732089399956
356,6.353507049233244,41.6454478074445,47.99895485667774
357,5.674324516362085,41.608525725344585,47.28285024170667
358,0,41.481258358419666,41.481258358419666
359,0,0.5998230696005609,0.5998230696005609
360,0.9578912360158796,0,0.9578912360158796
361,0,6.829204300133665,6.829204300133665
362,5.846013438752221,3.1531119269028562,8.999125365655077
363,5.333750539386483,7.284691277787301,12.618441817173785
364,0.503760685285914,6.712413279537279,7.216173964823193
365,3.1233602158538334,0,3.1233602158538334
366,4.271414905551674,0,4.271414905551674
367,0,0,0
368,4.074623834817624,4.7723324862497964,8.84695632106742
369,3.9756892641479737,1.5409531381672945,5.516642402315268
370,3.6528704213346916,4.1941134470081725,7.846983868342864
371,0,5.883644631087588,5.883644631087588
372,2.2945516545494042,2.5078660107081836,4.802417665257588
373,37.47737818776767,5.593233257154733,43.070611444922406
374,33.652684411875185,0,33.652684411875185
375,44.018913991026245,30.517333646041557,74.5362476370678
376,40.50536562827616,40.226644304441855,80.73200993271801
377,50.291709706225554,33.077362569838904,83.36907227606446
378,41.83393377097143,38.039576829450255,79.87351060042168
379,50.34764127213026,40.1240507407317,90.47169201286195
380,3.6715076111863185,46.053932957859814,49.725440569046135
381,2.4728591904391157,35.321403778394696,37.79426296883381
382,1.5765278841556047,2.4970544356867133,4.073582319842318
383,5.928030913684539,1.7243543382005186,7.6523852518850575
384,9.123809001675774,0,9.123809001675774
385,0,3.484472187215954,3.484472187215954
386,0,8.655113720754386,8.655113720754386
387,0.5700826762816324,4.0370795208463175,4.60716219712795
388,2.7590935031851136,0,2.7590935031851136
389,0,1.5712441659704426,1.5712441659704426
390,6.055457717346029,7.739192198724028,13.794649916070057
391,3.1278970750658335,2.6354512832253403,5.763348358291173
392,4.1968673627553805,6.671176911022145,10.868044273777524
393,3.3732806963007227,0,3.3732806963007227
394,8.81049474490549,0.004789595919918677,8.815284340825409
395,1.3234755549276174,0,1.3234755549276174
396,1.5921882433569272,0,1.5921882433569272
397,42.0754041096327,1.5975590635437327,43.672963173176434
398,33.968517566124774,40.446647631646634,74.41516519777142
399,39.44301553042513,40.596328669309194,80.03934419973433
400,44.85018408953009,44.26810489305691,89.11828898258699
401,39.707526403392315,43.435707028483954,83.14323343187627
402,36.33185423690106,46.405076689801994,82.73693092670305
403,43.46937524531036,43.506369893138356,86.97574513844872
404,34.97903870572034,37.9619054752629,72.94094418098325
405,0,4.35298075756342,4.35298075756342
406,8.32520779311255,0,8.32520779311255
407,0.6047376704994876,7.794013471054915,8.398751141554403
408,3.70847540226381,0.06383168284332053,3.7723070851071303
409,0,0,0
410,5.816084623465226,3.5027158371455362,9.318800460610763
411,0,0.631238424179728,0.631238424179728
412,6.455118327130771,4.315074602708421,10.770192929839192
413,2.0625746289623783,5.573984448978583,7.6365590779409604
414,0,0,0
415,0,0,0
416,6.050390056312541,0,6.050390056312541
417,6.887720089612143,4.185439391567156,11.0731594811793
418,0,0,0
419,0,4.912421331018955,4.912421331018955
420,1.3434816652918218,8.966171880626641,10.309653545918463
421,1.2179020195823114,5.503778905383912,6.721680924966224
422,39.29778710798876,33.74635909419596,73.04414620218472
423,37.67284608473793,35.221297473768594,72.89414355850653
424,39.26436207741851,41.35405086265254,80.61841294007105
425,37.89810546569543,35.69502409472276,73.59312956041819
426,37.20061426350402,39.67238342861127,76.87299769211529
427,44.66364115011682,45.63491883443466,90.29855998455147
428,34.906183937551475,41.76628980074887,76.67247373830034
429,27.85641883198629,0,27.85641883198629
430,0,1.2966081521872597,1.2966081521872597
431,0,5.093992201105876,5.093992201105876
432,4.079576269597391,2.0449501468840015,6.124526416481393
433,0,0,0
434,3.0486407262766138,0.5902513307815329,3.638892057058147
435,4.168908856263995,0.5007333484746397,4.669642204738635
436,0.34368970141860267,0.13667860980657176,0.4803683112251744
437,11.855586584382873,1.0224882277249925,12.878074812107865
438,0,0,0
439,3.468294597687608,0,3.468294597687608
440,7.0841204775127515,1.9220829337744771,9.00620341128723
441,0.2623474261907246,4.347674336309678,4.610021762500403
442,2.076550189935022,6.0877661107583805,8.164316300693402
443,5.424075406969225,3.3238649089049748,8.7479403158742
444,5.050139556246015,0,5.050139556246015
445,5.338638816321399,32.40937838141648,37.74801719773788
446,2.84234771544746,36.01399189872249,38.85633961416995
447,35.922928441119026,41.8075124000067,77.73044084112573
448,35.89615062074086,42.74521971984979,78.64137034059065
449,42.30057238859491,44.91105191709724,87.21162430569214
450,36.74186906066676,45.86935618285103,82.6112252435178
451,34.41659631809444,37.37301257312257,71.78960889121701
452,43.89467205833553,4.181971106780328,48.076643165115854
453,40.28663854974993,0,40.28663854974993
454,1.7635025406738278,1.388964170250452,3.15246671092428
455,0,6.8934805672679715,6.8934805672679715
456,0,0,0
457,2.6163070251603164,1.2003063383795507,3.816613363539867
458,3.625005384883294,0.7210962237520802,4.346101608635374
459,0,1.8359290684407803,1.8359290684407803
460,5.818033863889062,3.8170359652779706,9.635069829167033
461,0.7581883412198709,4.562222421437032,5.320410762656903
462,0,0,0
463,0,1.0237770414154586,1.0237770414154586
464,4.867989545081054,3.086982501248568,7.954972046329622
465,1.6678185243832062,1.8451211274451071,3.5129396518283134
466,2.4076905989786903,0,2.4076905989786903
467,13.84733534682755,0,13.84733534682755
468,0,34.506482488296214,34.506482488296214
469,3.2926378095892104,42.322858359874004,45.61549616946321
470,0,39.35232726445374,39.35232726445374
471,4.553979748061521,30.442258356256453,34.996238104317975
472,39.75801626999689,39.006395334987445,78.76441160498433
473,31.655428785788107,37.76780951923203,69.42323830502013
474,36.94427588140074,37.63593105195317,74.5802069333539
475,39.694354369049925,37.94154766516975,77.63590203421967
476,40.891408667603734,0.45183768298782656,41.34324635059156
477,35.49787324603136,4.760846085996768,40.25871933202813
478,33.921143945794995,3.1819313526365365,37.103075298431534
479,4.469014700257722,1.8330484292541713,6.302063129511893
480,4.42309419691151,0,4.42309419691151
481,3.6222479222443402,2.5879168697021044,6.210164791946445
482,0,3.6383838316674177,3.6383838316674177
483,4.973790314258862,1.0549168680827614,6.028707182341623
484,0.004086021822131913,0,0.004086021822131913
485,0,4.301538257205577,4.301538257205577
486,0.3123643138070422,4.694298401390217,5.006662715197259
487,0,3.6851857264599017,3.6851857264599017
488,3.376684258452224,0,3.376684258452224
489,0,7.9669083654311414,7.9669083654311414
490,1.2179902106017373,4.1207561434508655,5.338746354052603
491,1.527249149586392,0.4086874064404571,1.935936556026849
492,0,40.8250557700111,40.8250557700111
493,2.9078300758493727,37.89786440779309,40.80569448364246
494,12.665169992511018,36.73440926835702,49.39957926086804
495,0.9082362401570472,41.392680204697974,42.30091644485502
496,1.102987993499717,44.735537052928926,45.83852504642864
497,45.469971525878066,42.52820417446798,87.99817570034605
498,42.42183898142441,44.476344541472976,86.89818352289738
499,40.23014374155798,0.11269584930310161,40.34283959086108
500,32.587180219653774,0,32.587180219653774
501,42.270937321775605,0,42.270937321775605
502,42.44251360232326,5.525857084405246,47.968370686728505
503,41.23664049877992,4.434550662621232,45.671191161401154
504,5.68219541525127,0,5.68219541525127
505,0,1.798632253371589,1.798632253371589
506,3.4651208636735076,0,3.4651208636735076
507,2.7516631236718783,4.43010941413226,7.181772537804138
508,0,6.7684676707545055,6.7684676707545055
509,0,2.034238663483762,2.034238663483762
510,0.18108662144385024,8.634810967308464,8.815897588752314
511,5.220481967440375,0,5.220481967440375
512,3.972071349032316,0.6051379965667201,4.577209345599036
513,4.38949826771565,2.4633591669182695,6.85285743463392
514,2.7785644958510334,6.343393560949907,9.12195805680094
515,0,42.62547925717891,42.62547925717891
516,6.227413681354359,46.80685678382642,53.034270465180775
517,3.040209711497848,38.99551755600906,42.035727267506914
518,0,42.661072642073684,42.661072642073684
519,4.370073932183149,40.868020444308115,45.23809437649126
520,0,39.1771627747144,39.1771627747144
521,44.94289067830416,39.10356443556951,84.04645511387366
522,40.33711963974608,4.198112003693385,44.53523164343946
523,36.84011009251495,1.361967790547823,38.20207788306277
524,39.419566442655345,6.024737374701391,45.44430381735673
525,40.107172580197464,1.766003507507674,41.87317608770514
526,39.194896795466015,1.7242334282391076,40.919130223705125
527,41.36276369071168,1.1258745476177636,42.48863823832944
528,40.00855647186684,5.480815205472419,45.48937167733926
529,1.7800833717786606,0,1.7800833717786606
530,0,3.2009284169335617,3.2009284169335617
531,0.6251090549137426,6.40426625463675,7.029375309550492
532,5.819124962469666,0,5.819124962469666
533,4.364765924317956,0,4.364765924317956
534,8.785517435967499,0,8.785517435967499
535,1.8108838462412713,3.341865972378381,5.152749818619652
536,5.061351901750203,8.832803325626216,13.89415522737642
537,0,0,0
538,0.8054434008002898,0.01294986258411246,0.8183932633844022
539,5.771221919435267,37.30589506617321,43.07711698560848
540,2.0191857038430947,37.9791510551021,39.99833675894519
541,0,44.21156352456366,44.21156352456366
542,1.0261812878411587,33.92615521711321,34.952336504954374
543,7.096563824023503,37.39812319663353,44.49468702065703
544,4.37677221991947,36.23179231286042,40.608564532779894
545,3.3172085183247755,46.51475666186999,49.831965180194764
546,37.76204283249772,6.6511329663957355,44.413175798893455
547,41.07502109616439,3.529330786279891,44.604351882444284
548,43.92083195086527,1.459849202260238,45.38068115312551
549,38.26949662725943,3.331073857180976,41.600570484440404
550,42.408613633798524,0.049261981110352515,42.45787561490888
551,35.78782935915963,3.0824871962216243,38.87031655538125
552,41.36339918729623,0.32789558259067886,41.69129476988691
553,44.82714517772843,3.8421855526598154,48.669330730388246
554,2.711690182070236,8.902056515829145,11.61374669789938
555,0,6.839051938102447,6.839051938102447
556,8.2737113763855,4.67950688223976,12.95321825862526
557,0,0,0
558,3.730409987307364,0,3.730409987307364
559,0,0,0
560,7.08964743238924,0,7.08964743238924
561,0,2.488331538846841,2.488331538846841
562,0,44.41697499919431,44.41697499919431
563,7.445587187883644,48.75688877392975,56.2024759618134
564,3.2038449505632722,45.34316540459243,48.547010355155706
565,6.920926515034733,39.5062852232743,46.427211738309026
566,5.573190561658164,36.34929015939531,41.922480721053475
567,6.111962564465214,38.662452860899144,44.77441542536436
568,1.0625358619755707,44.334322276779716,45.396858138755285
569,1.2478033999291984,0,1.2478033999291984
570,0,0,0
571,34.908630658498545,0,34.908630658498545
572,44.22670743007323,0,44.22670743007323
573,40.78954196863485,7.499862483877464,48.289404452512315
574,41.78049784876714,0,41.78049784876714
575,33.622439695828035,0,33.622439695828035
576,41.65565794786283,0.28484199734845816,41.940499945211286
577,42.59754569351221,3.2875904964561795,45.88513618996839
578,0,7.232022865608498,7.232022865608498
579,4.87759002118665,3.5302767125656134,8.407866733752265
580,0.49907154361031814,14.17889075805862,14.677962301668938
581,2.8633181913761843,6.565479002382073,9.428797193758257
582,0,2.823556032906747,2.823556032906747
583,7.485661137228378,0,7.485661137228378
584,4.045799370486657,0,4.045799370486657
585,7.208880987325525,31.00467919007672,38.21356017740224
586,3.8306699236740807,43.54159706407775,47.37226698775183
587,4.134342720861347,40.070567846264304,44.20491056712565
588,6.514684890791218,40.53374591353353,47.048430804324745
589,0,35.88449445201741,35.88449445201741
590,0.25104376395544525,42.68408678850791,42.935130552463356
591,1.3076284385050263,37.99386387330205,39.301492311807074
