hour,activity
108.5,1.2590778156273297
109,1.7424889781963402
109.5,0.8470148696027584
110,1.1812692057466392
110.5,7.945549869950289
111,0
111.5,10.661166368241783
112,51.51956149069827
112.5,52.861856294404745
113,30.013635443963853
113.5,57.950645163639564
114,45.50446336104844
114.5,43.52726080196739
115,33.97138597732323
115.5,42.50543570898591
116,26.17052503335256
116.5,40.038052876921725
117,5.02119192519881
117.5,8.100701357134534
118,6.750282860393625
118.5,0
119,5.581865262236815
119.5,1.8635473733523602
120,1.4949119592480802
120.5,1.019911588050955
121,6.031312089125276
121.5,3.043221925179542
122,2.308475052763845
122.5,8.278979567347005
123,0
123.5,9.975758176546165
124,0
124.5,85.57303190455568
125,73.7198739748573
125.5,79.14692248182322
126,76.26402063055475
126.5,90.95647786453529
127,89.1442904033031
127.5,84.8872431988581
128,96.77622575824302
128.5,77.98279790544089
129,85.18220200614684
129.5,5.052319275958199
130,4.273953979071396
130.5,3.5676589126667047
131,6.998434418831197
131.5,0.8911440368472898
132,9.18147710104737
132.5,2.13780579791875
133,3.877001085196869
133.5,0
134,5.14619446506206
134.5,5.6623853621232705
135,0
135.5,8.22101558148038
136,2.0016692018623763
136.5,3.2949405065818884
137,46.33204154339003
137.5,42.14353960843481
138,41.18546669002251
138.5,56.32030649618285
139,41.68206985157962
139.5,48.28790539795323
140,52.78320824305968
140.5,73.29456358201773
141,68.24018445900538
141.5,47.76995390238801
142,4.272546444946888
142.5,5.880574547013183
143,4.334845526603337
143.5,7.706329588134112
