hour,Consolidated1,Consolidated2,Consolidated3,Consolidated4,Consolidated5,Consolidated6,Fragmented1,Fragmented2,Fragmented3,Fragmented4,Fragmented5,Fragmented6
25,2.6041533710820235,0,4.346411787389346,3.0616256986655834,0,5.353283866138535,13.041255797417067,30.929270443804118,35.89886301620024,0,6.202564602858152,5.228148101195197
26,2.706321492792565,0.3448610086046089,2.158531671170679,0.4852206536305901,6.503944521849635,3.149888404587867,7.151284554315911,4.957249500545287,13.410537065102808,10.390510230637982,17.722013067535265,4.378816122509003
27,2.997068588757987,3.9231691356152885,0,1.5364022151188144,4.4245425270055065,0.5075448184514424,8.851789611143118,0,0,17.71941454361828,1.0882851382318925,5.603222990353125
28,7.112788866820869,1.3983158199762886,1.8724758164968345,2.972900565488624,1.0840204416270702,2.765267205211644,11.70266507174446,9.488843740410353,20.721179752298852,0,35.07804256482646,7.512218005110176
29,3.006022490281639,1.2191791524593045,0.19431783584141393,0.6520783949342861,3.199490138349245,0.1354217423903128,11.219046418165146,31.96441740732089,3.199644311179626,10.030289781703978,8.63875727452153,0
30,2.0236279053347315,1.2001125784331386,2.626411586505217,0.14076913702763982,1.3317813618322085,2.6624630962175315,30.319808893739673,0,0.006045579739909712,25.69929776977029,0,26.94294337044436
31,5.168346907249085,0.38733046711680763,2.068864970274064,0,0,0,35.859761706977004,0,24.99690859493853,37.82467563620263,9.648111378607286,4.86051156276036
32,96.42055948369904,101.67977020906292,83.71470631464753,81.2772809595439,77.95097726307922,98.10313057185093,57.57532783124029,52.66535268429274,54.33338554713019,39.114385281291675,46.09627368243104,34.771226451594885
33,84.93349975358362,73.91830150874146,98.41804599934993,75.81021106604918,85.40978707558025,79.61565323190571,27.896542365699766,44.610936077589066,44.44396394711634,39.787251420170264,17.59243460392077,37.47147673340866
34,98.38653530284215,77.0524660329595,86.31628273019598,65.51093924489234,78.3405910665187,75.84698382208539,20.026918188690335,23.368817486416944,41.18004145654655,32.3734128037797,23.446689307789637,51.22053014172742
35,85.96939262000599,80.56103854971825,82.10871544927542,97.84313034951391,85.40161564088022,92.96619207506092,51.76170699379594,61.50066410372985,40.43070980332262,38.83981064601574,38.41130424925226,39.37822755292559
36,84.11870399566531,81.13210561021793,81.74735265744923,77.3161464966282,68.42926074353214,87.62410143009082,38.08612393400604,27.46392388440122,37.56348479971845,59.174219779373246,54.94913816100439,23.62223289850202
37,80.68539568741411,86.02798566746887,101.04638832912207,68.0691186378611,88.35717704897232,85.32887015063312,54.59836044152952,66.38872722474792,43.31541483757059,37.678949808675604,38.659800732222536,39.18284798386453
38,71.41684125589212,78.54043266359196,84.44177021873396,62.372320298016575,96.5998780878756,84.22941553617093,41.63126438879394,40.989471196118814,34.34658874714827,70.28429078880525,38.662572975360135,43.343451605400574
39,85.01253750879147,90.30982905313701,85.20725961299105,101.82272632670606,77.03545555997327,85.0117499193083,0,40.424119969671814,1.7313267146244815,29.726372425509126,40.01176085861834,70.98985932282419
40,90.86193555407608,70.56938662225318,86.21873279153017,93.21170367866527,86.0156168449393,84.8748376698084,34.49589765318669,34.22492399278174,51.10388435028525,50.85436718840831,30.819722067418056,57.897553577054055
41,78.12311816135114,88.19880782242247,73.29865067381384,82.7593379666443,118.34580007981086,99.60879357045376,38.29226310229521,62.611628673413,31.683524486262254,40.24328172083237,64.09915937843108,33.7121968304409
42,0,0.9747697135168825,1.9880487298837601,2.1798971907460816,0,2.797717986991228,3.1698027199244567,1.845838345922207,35.422823124935235,13.395442106129337,24.020261394441377,2.1245955548279536
43,1.4450612323133647,3.055630023500404,0,4.352288861822913,3.6974934157816364,0.07975913935264356,27.831245792754913,1.4749812399170628,0,28.349313514653428,35.60546563992545,31.357391716989504
44,1.719582575820023,1.1345802260448146,4.71802699675285,0.18136449206797667,0.9809130024846704,2.7179831987832346,2.218203398724784,0,10.445045885686376,0,0,2.943237427859197
45,2.9657378962370045,3.068800126597562,3.448950326347095,1.1991929226604172,1.1588146418386591,3.8292358169047462,29.660475137138786,4.017224253860594,9.612433726801132,31.91695160429313,7.606747779983452,27.790017896607825
46,2.8651623215957387,1.5030515922727934,2.546656450324557,0,2.0518330801025617,4.475651335944024,2.4919857874982085,2.6146176026935573,0,9.218261300251097,0,0
47,3.9279968864116963,0,1.7864257928391902,3.336092927535458,1.4167110249079915,4.6318314040811845,4.908587797190233,10.829144134366118,8.427855252324122,0.03999548799410757,0,21.94649487291569
48,4.367907915463297,4.5272352519863945,3.6256849474536264,3.2709581293628744,0,1.2020286173881745,20.408783831898035,26.608009256858747,3.1515116390432087,9.146398488243968,33.87660276199087,1.522998429502488
49,3.7448459424033396,0,5.599909702492445,3.2148957756245005,1.8346615285464198,3.432676290888538,4.047585359611776,2.2012021861299624,27.431410338375013,10.396649356351926,10.046420765551542,34.64137172524876
50,3.7297395592722355,1.6784310914991896,0.37488113907239895,0,3.5944088637218337,0.5017322760238736,0,0,16.382293811412588,0,6.3599768051956485,44.57923052747629
51,1.0014908300014507,1.1131869606876323,2.9585538808037652,5.020327099559529,1.625715088240558,2.0757473311743087,7.713218319540912,0,0.6771785907748256,29.1692709771722,2.9064345976619625,31.984094997915157
52,0,2.105326287338773,3.7443698656263065,2.7074850029501096,0,1.7395469606020364,23.39570742735491,29.22079092999323,5.9667390184459475,24.938897931716706,25.3475751888983,0
53,2.18291362582713,0.9835040339999843,0.9954950564340752,1.766111243014944,0.3814338240829993,1.476554807405528,43.00560466754282,4.57185785448921,0,31.569318389074045,5.536436289015585,10.65379671937703
54,0.07003900318829581,2.9578588673996604,1.930010635451852,0,0,5.504926751807162,30.96002920082298,3.6268068576759007,6.702498428720137,0,0,21.303982379587506
55,0.28542775840234436,2.963384321774278,3.432084480888551,4.531454371875736,4.561597570896632,1.5368366099295523,0,5.1426134324363515,3.4340885775473065,30.199510583945962,22.434938680027038,11.2931945768899
56,88.44622087656376,97.87017391040294,77.00017792392389,82.79183918566432,86.44460468164094,99.8919521412652,26.76871784663028,38.785697793114274,7.0465794987680725,42.1157764683809,12.338677440225885,5.9444298928717245
57,79.79220057553945,75.27723916295525,81.33028110472314,71.51879639179926,83.13888316977524,104.07113398740783,78.55571518494571,55.42418309290571,28.70108255817149,0,35.329295247539704,62.57151455840341
58,80.1633197905796,78.74541470596034,85.95480968340897,84.24073649375273,86.73879768130475,85.04362847384569,57.82922156761977,20.579672959321098,51.12037308433987,39.9201681400082,1.3671937903831548,43.14755202485177
59,80.4304093502985,74.9946750083602,88.10665111585705,100.03934442708982,97.68467761521427,81.95650486590011,61.14303056239048,31.021193799181578,49.851431403656704,45.66213874678231,19.346744226973403,77.45776065732251
60,88.66330871289112,88.87456029719459,93.99698633727972,79.33177109881991,85.9242064591619,92.41851615295356,55.267998946849325,49.65682958115246,35.0103189031658,47.70996337663411,43.53381344602376,50.12951515259586
61,90.91935939482104,85.83092675463115,93.90407261811212,82.18750079990359,70.90394560283669,87.84902718504327,48.19967915464387,42.947228540696074,1.8152178694846874,0,46.396632136183804,46.25375406362535
62,94.98124057251866,82.04005422370257,79.37550839919204,86.6329703412687,100.182991654321,81.74390058726448,32.0744175572388,57.17210417832171,71.00661464058803,63.80803599195695,21.22081624620975,49.57991229549667
63,85.70110067721889,86.39944370131498,86.02705469470119,81.79580263215294,83.62462898463549,81.5145887998468,18.482597051795977,34.82056619558938,1.4015041210307633,77.84152280391308,29.798663005804656,38.061160573981674
64,91.6394277657543,89.15105196400746,75.747081154314,92.3290462445643,94.68192413001285,80.56358620357382,42.316607335629264,0.8292995894897306,43.08573187999339,14.931210261342972,3.2619723471710422,8.234448575077158
65,79.71201327858041,81.90355673699194,93.24669463209048,97.34864301343544,82.7366443460883,81.85119252922873,30.47129715533332,18.860437320551874,47.74518160109086,37.64412416880433,14.714702030128166,46.74458195833916
66,1.8423014348256477,1.412466679891489,4.522646708175124,0,2.522246419813099,1.4419770441422388,25.375414527852556,8.24561514366555,4.565777456373546,16.91430684744143,24.420239420894696,34.076056276855205
67,0.22324950040922809,2.214394754401373,3.604131216328726,2.9082332942677316,0,4.814751136128937,33.947952910685146,0,7.255036813438259,11.618100722047723,23.81242054106488,0
68,0,0,1.1617625379090077,0,0.533676612605642,0.9955133967930561,0.857955435503174,32.873353834969805,10.585341451773193,25.950312164200724,23.50234271847054,0.7807250371794137
69,2.41266525036487,3.775797196391479,2.5084756554080236,2.207374358076574,2.088813809253231,1.8749879402848846,0,0,0,25.473473606154123,35.02404585716462,17.76207679288474
70,4.374107020782633,1.8054010215181486,1.763660740325033,3.9457974424896447,1.9846266409262145,2.660259526264852,26.003428921028174,24.72175866549547,38.19997958498384,3.0719991249015064,7.639871384100953,5.213674611603917
71,4.54504292640547,2.370530276494214,1.4022525191900093,0,1.512616717632662,2.6711876491631648,18.38568971154618,4.52922200627272,0,25.515016721604002,28.851798413397482,0
72,1.686807751253243,4.165229427685809,4.240569374701795,3.1115064425880528,0.32806890663927746,0,5.979863174778569,5.774989258587477,2.90776560801711,31.178683650841876,0,8.04122903629862
73,1.1276288806485977,3.894768376067545,0.6038711314308285,2.9243756906787697,0.23261554711013854,2.3043854204526997,30.97615947531841,27.363303818600407,10.012641139906295,7.4399700558811634,5.552560904507514,4.6234922565852665
74,1.247901655013029,3.230802821423361,1.2248729655178736,0,4.272767276944546,8.161933418324898,0,23.994776522862054,5.785188078086508,29.654964886111856,12.459920331417363,14.46472563328664
75,3.634798848690438,0.7561555752108209,4.055293088384483,1.3615166443253752,3.7829703314639636,3.1611813002328306,14.468798884487347,33.93520179140721,24.47707705441306,0.8115746062177474,13.144979038196777,18.456937486770187
76,0.45336067143683434,3.544042670132872,5.046635010524771,5.617505715834669,2.1668149464409177,3.9572087381948666,7.398405473711573,28.54856776001816,6.1958732668959895,1.200753850618487,1.4399213226956027,9.303976708993176
77,0.12905276215598338,2.398740471637029,0.720280317167193,1.8294445221873672,1.6364710653572179,0.5162121241880024,0.6205749851908005,6.443485433560474,19.645359603575606,0,4.372760087173519,23.23161359252643
78,4.102242738316935,0.11064543159107165,3.05825324916112,1.9822393400939795,0,2.2374039899040694,1.9120296790743652,16.46284946749942,32.24094933379886,21.461342857588185,0,0
79,0.4786479706493998,0.19223805931481852,1.9778477316568064,1.6782145300025242,2.2541346582093094,3.0952580543673127,1.3018965534594367,28.604812217934256,35.095717713298356,0,23.609282996215363,29.95029391647585
80,81.09747848836345,87.86408193917578,87.60879837560361,81.52297642177926,84.4078610712072,78.17424928396592,42.441042455873266,52.46511645938075,32.753560477479255,17.772654551791742,40.973081200147924,15.230581497993871
81,86.91959299748576,73.5739262134752,85.39214151144634,90.46327207918806,91.37666781691166,76.66449956047548,60.537716542448244,25.535226627090978,37.483314014004435,34.61242147664887,50.94826840909173,9.630457231589332
82,77.10144678445761,87.95657050252397,86.78177129658536,92.7997265425574,89.70040945827583,73.68209252796379,40.87727498628588,68.23985371692862,36.056799652806525,28.079039697160866,7.8914028496800785,24.03183807279091
83,86.33990507632934,84.62577142791326,88.11501991705845,71.34575862365665,96.57877578806779,85.46033507884994,49.29163663238296,50.566236559582364,20.701619040322633,16.248937845100976,50.51349319582037,8.947923487241031
84,85.8629208295256,100.3462757367117,88.6626563862449,86.75239423696004,85.62089863540872,79.60321829739524,37.13633344303559,41.738781394446264,36.9224806790481,64.53934315261715,56.36878445009668,1.6166092716629041
85,83.79579632960127,96.04620689180152,78.95677495552465,64.55910859294065,92.55582507333767,85.27153006742243,20.380026378150745,54.995660017647054,20.40010576306791,39.29249051174374,33.480082019599905,10.83329599115541
86,82.80156327116461,89.39381410475268,72.48118793490175,87.57419896018833,78.04265954849197,86.8732353802994,0,41.88417617311085,49.49538279606789,45.78698044013995,36.37764634064997,43.44385889846194
87,83.09718520602236,95.9182356086102,90.91830851802025,78.10918559279513,88.37295822961845,70.27555274824937,33.54584372941333,32.44604406551055,66.4869423877716,46.244114538920655,52.55056863605928,0
88,86.89212576735203,89.42065956460934,85.25445532907936,91.00483356867856,70.97206767359899,89.82088833941476,59.23592778593092,23.54992688721352,0,35.24976963777797,50.59703045114738,22.175299091053816
89,91.04828480831303,82.86621283565685,81.8805621199916,96.4819291586921,81.33744422784109,92.17926857792483,38.259733092691555,25.25003164343478,23.088677058581137,28.963847113767933,51.82309211866434,26.53026967292564
90,2.1129571543344596,0,0.45233313510204076,2.7836484587879653,5.354917562334418,0,2.288463685159572,4.966053871726441,6.5410179666439845,18.91911395170191,22.313649586127678,1.6143339642823493
91,4.245987940386884,0,2.794619274043872,0,3.2781206042049633,0,26.77885371427182,0,24.817180702295165,35.557577824636,0,25.555096135663316
92,3.5968296970264473,0,0,2.6954346222955428,3.5491201136015853,0,5.967889012559638,1.7861970070541546,1.6958001628777284,28.56578688165433,44.6627112777777,24.688278443991205
93,2.9753919324785527,1.527587179212063,0,0,4.509295971815911,0.274049375573842,8.69599651517179,0,7.635579023637058,0,25.53213765523752,31.684894783058954
94,5.451869979072237,1.539822782271671,1.1493948515671746,3.195395434028927,2.4775817356975676,1.4136063800575573,0,8.151771876606174,34.23718680607407,2.7424503194818213,0,27.891214090384175
95,0,1.0339884725460453,2.681736558762958,0.464760271282469,1.8242941821238268,4.392094949660878,2.552849121219035,20.251340514164813,3.2482626256346556,24.02151852500881,39.391026049110636,2.318464065606509
96,3.1571157762245003,3.739737152429371,4.052538560448553,3.4830197497877684,3.0989804973462975,2.3138372766914608,2.56435137560024,0,36.370433432379805,0,13.505690066241241,39.64932707821973
97,0.1072118411101497,0.031222519408713678,6.420559729837646,0.422557560010808,0.9573314233724901,2.676989116224192,23.176969193768976,4.441005074413765,5.6995322101983925,9.039909864036675,7.836143633038132,23.828334250862902
98,4.169226169433613,0.583964967079502,3.3454545997091314,0,3.3533340633818236,3.354032297522983,0,21.74447147179114,28.32778038232979,1.1447730038558905,29.305495481628117,0.495464520928909
99,0,2.1107101756343862,1.4020464528646637,1.3900104811830047,5.547385755925719,3.3712686592864047,19.803986428941716,21.207778505270362,0,0.3868614816691962,0,21.50198276495814
100,2.3063776184722893,0,4.849860942522761,4.431556965341709,3.890245160578017,3.5579306597816887,3.3880990341418395,0,9.365442475999874,22.616344055969982,39.06437162055554,7.7547443899322825
101,0.04377479125381267,2.6842626232620272,2.3262431211468217,0.42782084410548893,4.230258939622791,2.1407089289063674,10.682064842899372,4.564392050116496,22.032732608521023,3.29729697070926,5.572164534140024,0
102,0.668332768203268,0.627281687701555,4.524023632140112,0.5737729557864144,3.153193932193104,4.305794713176629,21.524001714716608,29.567265020002612,1.6017533282190515,24.55086645420384,2.959354376330272,0
103,0,1.9795667532540073,1.3339559684241675,3.0035634297898035,2.3581806415528717,1.8315850554192905,21.21895820420081,23.60669941749377,32.133020720210304,22.248070887644563,11.876415666937145,0
104,86.76419307461519,86.36875825283947,85.23345369904204,78.89645369881019,93.12413627755548,86.39857805204062,45.92855095846038,68.26421340576167,40.09301105067263,9.460335919506704,59.50399730714086,40.57488452159535
105,86.36648968773831,71.58178818291128,75.53096227059365,91.69946855792566,89.18277893720816,89.85038589756584,11.279211458921678,46.64509397384031,45.238107118005296,48.324771285756796,36.03037771820743,58.454070726540294
106,89.02164107105081,75.42304682332778,86.42078566251585,68.64670182337046,72.0285862869971,99.74095048884024,34.90771940030004,52.139813070868534,46.45490570238029,30.333833712927813,53.45389894276776,52.60264517944655
107,89.48392035221147,75.7730313251393,74.98845602243117,82.86086685644415,81.26971693141438,74.3474386975279,48.28271927953222,8.87715000754986,20.063167189749876,39.510565601164494,3.0184988467601688,51.52584597571443
108,76.35098139024136,82.92623634715142,75.29111159052944,73.29750550252865,82.76825642305354,84.385580003783,37.66803950825241,51.313394686606124,30.04609260967331,4.304200328526184,51.4647218986277,42.08536396397374
109,90.04262337901577,81.6796764251115,74.6169269432069,83.32200738825726,82.23883475073644,83.2603137849234,27.927117328884975,62.39887096174102,46.915409820687046,50.84528381452893,41.71129724029529,0
110,77.93962136455104,99.74294287146633,77.06696432015463,73.99884849763974,90.85432298219092,88.62100951425467,45.783448419448604,48.37529978161794,23.82580262246932,21.252135772575215,25.93250638727509,21.23726829184406
111,95.43405277941115,84.66935132474462,84.23390660074728,100.6325876869967,85.79811808905716,90.47327369056534,23.236358514708378,48.57153117750478,39.15945260981926,46.508910684107825,32.99436556514672,56.05774858864308
112,82.40685678069909,86.58971401205123,74.77501090648978,85.62052908377521,87.1834192560609,83.70600628336977,21.11050606760591,28.362330640585576,49.548173758307094,45.563338413944585,49.07463111189297,52.555101819219715
113,90.93466434905875,92.35172635218612,89.58200647845703,92.08706754292142,88.12782579988723,103.63878537962273,2.4390297838998745,12.395788894363397,53.008515664603216,22.591055462918405,54.22187757532459,51.50827695356843
114,0.07998234927090442,2.309475143307692,3.2173389230810274,3.78324753848774,0,1.684915588508593,27.21112943825629,24.413614391125062,0,0,4.502532656639241,0
115,4.594194233105444,3.056356334500327,4.597002892012354,1.2980120426469508,0.006262000301571202,2.5799436719521296,5.257114231374014,38.85820041807696,20.635427502643285,0,8.277019086504353,2.48703754182982
116,1.3261655319860215,0,0,2.91019109346409,2.23924984662996,2.7645619216929367,36.1575750698454,23.52068188667715,31.383283707818592,4.880618938315113,3.5339795734626125,23.95800538464571
117,3.6546454822889523,0.6247096587655216,0,0.4418237730736345,1.9732378071181358,5.515868806174513,15.642327314517797,0,0,0,33.01660291562818,37.17228571856768
118,0,1.6868028171422147,2.439263663117525,1.1959491100290323,4.495217073031686,2.533657309299823,0.14510429885645504,19.06515719391217,0,3.2148079482480294,24.01028693116318,24.57353610790547
119,7.276090378963484,3.7273734935825606,4.306529512787565,2.645002332296474,1.2640692463528045,2.1222699339773956,22.89981452676175,27.117085511138747,2.562229206241385,29.314628451552117,4.139619749751268,9.357086723257492
120,2.895204805144223,0,3.0950264514202868,0.7004507367637942,0,4.255518339620842,3.5742838129778116,6.306692010237173,28.545902349491595,31.13833465808763,33.151989860675634,28.244476963994686
121,0.5028893432711856,0.7549991879792848,3.5034500157069948,1.6591228169145513,0,2.3659121380310553,32.512661495048334,0,3.24850101756748,17.25590326199126,27.09288952951532,6.63335900342717
122,4.462903063729834,2.4539391369902743,2.6123776661462834,1.0228285293069366,4.574286123515966,0.8481021264819979,11.535480984839722,16.733283041929525,28.074537304232813,10.377558269101275,29.232087683828073,4.878540918848266
123,2.5006225427083946,4.515864722133455,2.363934090504049,1.6740479093582394,3.6268497028405147,2.6033346937273154,3.854293796317381,7.747554699650875,14.232048016455293,10.027158432808545,3.35676865907816,0
124,6.660179372197416,3.1627708764055447,1.774194923635728,0,1.3464813125419397,4.888008638488378,29.888702554725604,0,8.746261040266655,3.666355386948942,0,20.19768760686081
125,1.0580127517783224,3.025313506007975,1.2801062163756165,0.9291384895149923,0,7.847441686577614,1.1494803772324453,0,3.3181710032442213,6.495145085299217,0,2.453617315013571
126,2.188017337920117,0.47173489725996665,2.148946517297062,3.735815742405152,0.16278999324308652,0,26.106657314428762,31.047254087413364,2.6447954145961727,41.10017959003692,8.106479435642605,23.9582948805345
127,0.1941725869907569,3.0011538305401926,3.2838108340838685,1.6837072026678968,0,1.6919112092821125,10.17658395960271,0,27.512846801542906,5.381346580165834,26.881754221075127,0
128,94.23587537975024,87.8508264987444,87.74481060970474,83.92560358211105,83.39707785930219,83.04457029733976,23.133868707020902,10.235623557919372,41.13161954094327,27.533209222204846,20.736414171786222,25.506224474724476
129,85.52341721592732,89.63649599255511,83.87858511837086,77.80567587995996,80.15940307994852,82.02145108795872,25.261908568554414,44.42802832495261,12.62609481517611,37.45394879284527,11.300493971695312,45.9977073087358
130,67.90555802558171,85.36722709204885,94.02514515666346,94.99289326876193,85.4062621547273,79.59181949824621,42.87361752358193,46.071362237476556,46.896969017575714,24.054007242992263,61.893285067881976,41.586187163089534
131,74.68147904344818,90.32626084363457,79.94240022066333,86.415236631344,88.40933091854359,78.33508412427952,47.624384677615,0.727504440934247,53.716999149874425,68.53800183702603,53.38583499357601,35.99033393020603
132,82.5564100938039,86.28585163573463,89.82497552454069,94.33106097992601,84.15228759174937,79.73233238244296,36.90811443903607,45.219616176529115,17.14524866829301,28.66385570050534,57.179207788556326,49.10879570467114
133,84.50297659373085,85.97335591648549,84.33251878005045,81.92367801781917,80.92344012681536,85.45820752831442,0,2.8472743141646397,47.61980366863687,45.37618538098794,19.92910451129664,0
134,88.8606262664001,79.74511811698117,99.61217107474269,90.0560252312169,80.6123596637801,86.94874802493237,20.339213407121555,12.992223431154375,0,32.90355713355012,54.47809691597149,64.815419920426
135,92.01977352577693,91.96152182545052,90.910997836875,79.67357777039312,83.2737841691219,89.32016589932188,36.97850580099882,3.1875377432220287,15.756318429506027,73.79357195908578,49.11303346548237,54.17590211272589
136,89.89559127218635,88.97163037191427,84.47567787819347,97.48078690858435,89.38058505338874,85.97386908990548,42.97978157388463,55.13465690380323,15.346054942713433,34.96326796621747,33.77806675355915,0.6982068179042749
137,85.73919028638666,84.96891537910749,83.62942537232728,89.41115331499489,82.89729972874174,75.86633631337479,38.564268338155436,39.31324543095805,62.10088960244563,54.95169688853261,57.895894971757706,43.04341940425847
138,3.75678534195716,0,0.8269921193696523,0.12718977308376722,2.475295036794068,0.8513803235336384,31.91267698038944,28.204467599327327,0,25.61418162965297,19.1632328775809,31.39010314276396
139,1.2331796928991143,1.0450551099861891,3.7536297838098944,1.188884662092568,1.602605228233644,0,35.17602540951324,3.0828517872553602,11.377721839966501,23.092766002870103,35.98197532822643,0
140,0.8371363435072929,2.7535450754862207,3.0987705515184834,1.2116228921014396,5.8562242086086975,0.45002137877738857,1.7332687277119216,17.58050458600883,0,40.21560260494196,23.134514966347975,6.408907756515612
141,0.3859865983490989,0.12928498714190484,0,0,0.9698977657867636,0,26.651487570620755,9.470562370015813,0,24.55803991802858,3.0545503591355607,10.459797535927057
142,0.747650984658695,3.687907090196135,3.8893928272355414,0.8172838674517284,1.7098758851702727,0,0,4.504166983931487,10.650777363051443,27.819082612436443,25.3266188544517,31.4581521366141
143,0,0,3.589782020232489,5.1594727459248695,2.053921319035908,7.067937175841931,8.775541530681526,27.520551032633527,0,17.770382581136815,29.684286642775024,7.95432121076293
144,6.94642435810651,3.2309210761553615,1.9446042773025485,4.6958701073699425,1.1879305201514467,1.9911051676048677,0.9663326546898423,39.675579312168736,0.7460847497372955,0,33.33888219892126,4.163983602682202
145,0,4.910182133947314,0.9932930962502577,1.2158380724310265,5.550896716037482,1.9918840634900061,32.84435767237879,23.47901300457058,30.00766511120308,11.54685161776937,21.70095718513901,4.0083890389234815
146,3.34854436240909,1.3037044536928062,0,2.368851759769883,1.438647449764273,6.950886207164155,0,8.910412603833773,3.0653360262775022,15.776510492950493,27.792773215343644,4.25218851229728
147,0,4.15104856107134,3.224752349459128,0,1.3066804566027401,2.9572962040707713,21.97422615271147,30.07215680245527,4.578665557965752,0,31.18854519482348,17.2693611606575
148,2.8310795742300265,2.104325673313865,0.39365456695167467,1.1174063453809517,1.5201871307399322,0.9936939556067574,12.955176060910423,39.1781601143147,3.435961147372447,2.1076616680943534,11.00315072605786,7.399884055559193
