hour,intact,arrhythmic
192,61.24993039887216,56.73468132144206
193,69.9579155232128,76.47200684032504
194,92.04736116604069,0
195,76.34116984309182,42.48859558442919
196,96.97316500964162,49.70483587348575
197,92.41263498382399,48.80274905999353
198,8.702889598798016,18.28712910270865
199,8.508362561393675,48.82056993887179
200,6.134364258767562,58.40408858600392
201,4.097042042445566,63.63893851115377
202,4.9840019492380305,0
203,9.892998476564852,67.35737467186583
204,8.291390754980508,0
205,8.294599635393968,65.14818108820944
206,0,18.696374279573735
207,5.9392307940021976,24.27788196901355
208,4.627363864648923,21.723970492419106
209,0,0
210,79.62151192340062,18.26359435911604
211,72.82175577400588,12.645419138786327
212,80.43257876022398,46.59891701160822
213,50.42144660069087,19.503827823217733
214,75.85515015577745,63.17380355809654
215,62.35433729102894,59.09630747067932
216,68.20001984793915,9.682695116460337
217,90.86355115172589,25.91803896694776
218,66.45250705431425,22.837614632646485
219,61.55426203954622,37.751289871204804
220,54.354858778673844,90.07335089801094
221,86.20234422997811,43.680639727869995
222,0.5432235389366911,41.71863552193186
223,2.851202037676177,30.332793473437974
224,5.0655104272610405,58.12915107689177
225,4.257777856047055,0
226,5.44200739882568,26.398723685910692
227,4.016231689850588,64.29584681954798
228,11.958841946855344,40.00719019280325
229,7.6445714206153,32.30083775319051
230,0.48231062081903886,5.014384966919465
231,6.069283896798945,9.433023374323767
232,4.666561396995183,43.063782873945485
233,5.82300127730571,0
234,67.63627729187745,84.05838692937633
235,71.96486789247112,38.96093726675584
236,64.3295418772259,17.09019543482857
237,62.53650652470682,44.125187748473145
238,62.35077192991039,43.17299530762296
239,65.47894654024884,9.971800116812773
240,97.79981127575401,31.90744371331686
241,85.54687350321232,23.17891731144526
242,64.87835652048258,45.60523581644559
243,55.78679257725903,21.259423644621528
244,76.7993702965725,0
245,74.85396466412438,35.21561519268542
246,9.276447139953717,29.90277337859743
247,4.529918548372337,11.493253411783854
248,5.080939524737919,40.66630059081619
249,3.8956585668121755,42.797407585122826
250,6.166729381662677,24.353996173967495
251,6.14805958575506,10.463269746543535
252,5.352093473283141,33.277171599176725
253,8.298084270259608,64.64592568497176
254,9.283334975127236,25.76822201026001
255,3.859939432059484,40.49459800583303
256,12.163513314962366,40.980711779036
257,2.254845238108017,0
258,78.96934655410267,55.12256079398802
259,65.52982258866876,30.69563891788505
260,75.02817069056587,46.22381193943759
261,60.075339745562296,61.13516042691775
262,70.33267534900718,50.47229709231549
263,92.59233445859013,20.5001765378961
264,65.69189728138338,49.7670479810287
265,51.60748945630843,64.13505527611905
266,70.34294314221295,32.164669955101246
267,76.66258548890504,0
268,71.97576186071532,96.25019705724313
269,57.56204679394962,27.125853176673278
270,4.441775071518443,17.448058048317833
271,3.337849459060421,71.83439130267934
272,0,38.61165689022489
273,7.082992609548931,67.49748846149281
274,6.730325365062901,14.507624620155575
275,4.230429678639298,38.51726850295891
276,3.582128577363112,66.54676454809841
277,5.0235391093422,94.7573071167043
278,5.042242500383935,32.57486296166865
279,1.130156818116502,9.470141813488823
280,6.368806805094971,11.287155078699115
281,3.7431490959348332,24.301486967839914
282,70.27393941663132,0
283,64.33584875454319,0
284,74.48412846534296,0
285,76.86811718872752,0
286,51.38789606394214,27.526955157843123
287,69.76624722862698,50.81248671415942
288,68.56256562199971,33.202091074322304
289,79.39784426563348,2.270447840625714
290,68.26816329643638,23.464051950832587
291,84.79930411940182,48.58492149723122
292,58.03842229725653,34.08995724116781
293,85.69947016950181,18.985448436648007
294,10.504070199252475,31.49007866303216
295,5.337991138036353,37.8149322687729
296,9.461711482357568,5.116076007759581
297,6.374369735267669,63.007798075362444
298,8.974047715902412,36.92825844726161
299,5.75240645226999,21.55551656505103
300,10.592746319887327,65.26780139942488
301,6.0115875164207,64.25208964549036
302,4.502279977220232,29.202526937784405
303,8.414088586858155,33.81286841363833
304,10.16931164573383,59.81207708179693
305,5.207675346036068,44.01593522858696
306,80.70130398171123,72.04916236712276
307,82.68676569674489,30.69627075987059
308,80.86824553013508,71.93334956868205
309,38.04325970557689,58.97800697807257
310,51.35762070777903,55.05315463874709
311,64.6774821834502,22.831621323733593
312,46.879576315279806,86.51751752870496
313,79.38977844874964,70.10283798066258
314,88.63548101151551,19.673857920515903
315,82.29616924808417,27.973343748770098
316,80.2421607790047,10.78372932923715
317,79.53530820147992,57.435251446294814
318,5.937810811260048,86.52949225730092
319,4.2473846436994895,58.47478115811376
320,0,48.63971641898213
321,4.78225222474894,42.982830369870356
322,5.303446201326019,47.619452396026375
323,3.7020125963501997,0
324,10.23162820163813,77.76719750397592
325,8.547237596024218,85.44537788675078
326,3.515181039546346,63.57380930862665
327,13.495439863069612,0
328,0,13.652576423259912
329,4.8240202858963155,83.87953066610095
330,45.597710594534696,24.473403991001085
331,53.24161027031957,0
332,68.20037632223288,15.517271986316558
333,77.90516849577394,62.4785476935294
334,48.45152450370557,107.1923052944403
335,55.989315316091265,8.988010199612809
