hour,activity_delay,activity_advance,day,onset_freerun,onset_delay,onset_advance
86,2.088738713164541,0,,,,
87,10.142288777060061,1.7865665461585847,,,,
88,2.5758607698338043,3.1170663493227617,,,,
89,1.1178153879006056,4.307625219503439,,,,
90,1.3645907218624806,5.28799677512561,,,,
91,71.71818012671619,56.36751201616741,,,,
92,76.82650758830653,73.74078892167857,,,,
93,76.51677393295168,64.38752397888096,,,,
94,64.54943921986235,61.360408051606505,,,,
95,53.51408352638518,73.53974778171094,,,,
96,100.05468813244403,79.1644148215837,,,,
97,73.01835090806425,82.52882638039858,,,,
98,96.2408860426376,84.12568917410174,,,,
99,95.01313888380508,88.7303080188916,,,,
100,72.28624676604073,59.53258216583193,,,,
101,65.46483280936833,65.95602777289193,,,,
102,49.14297341677761,80.61766255571217,,,,
103,2.7358457405665106,4.156801152593566,,,,
104,1.3108613337301636,1.8227883582549351,,,,
105,7.730955862415705,8.51011637650049,,,,
106,2.3371393794443884,8.81378005846285,,,,
107,9.858880145706358,2.1476424251156097,,,,
108,1.703422528871502,5.712493267928597,,,,
109,5.155103683488374,7.987090814433934,,,,
110,0,7.8902406862929375,,,,
111,0,0.6755282866283978,,,,
112,4.737711824691607,6.1820606005417424,,,,
113,4.634861947258806,3.8413105765140134,,,,
114,1.3269063010363578,1.568796368392059,,,,
115,6.98551885391058,5.903209418635789,,,,
116,82.94527608558761,49.17155210725726,,,,
117,78.2615380483558,74.01799037282396,,,,
118,63.813555759017305,63.46694708641375,,,,
119,63.195101572294774,63.08799310526469,,,,
120,70.17336759256148,85.62630986918106,,,,
121,74.28741491632647,58.45054532579651,,,,
122,82.77790910805328,63.89150689848525,,,,
123,84.46534113458958,71.63803323746434,,,,
124,73.89437308230764,84.37058525983461,,,,
125,84.41439750691237,66.63146703629346,,,,
126,69.69277303299701,63.85891517087427,,,,
127,0,8.326339585712025,,,,
128,6.710623733001069,0,,,,
129,4.2952531582501425,6.7989390197970705,,,,
130,1.2114019716011932,2.6193947983850756,,,,
131,3.5408962479046027,3.0020255460917773,,,,
132,4.174370765230572,5.929435726973934,,,,
133,8.06089744259722,2.8607283439806315,,,,
134,3.1088506678014496,6.61789509359606,,,,
135,0.9448441570211319,0,,,,
136,6.38149893481312,0.21107129385119983,,,,
137,3.1997819006334787,0.20671016666315278,,,,
138,5.5260183633610325,3.9582604310949363,,,,
139,4.551454030285406,2.8514644911656175,,,,
140,96.0220278598467,76.37787136853842,,,,
141,59.49651849452925,70.94385118649303,,,,
142,65.9059651511283,67.93472663545388,,,,
143,66.36959295361008,80.8181704441758,,,,
144,87.41617795047802,75.96342085284775,,,,
145,69.18855533719366,55.39311261553291,,,,
146,60.571128971582226,77.87408847891074,,,,
147,75.46093948560576,61.34041951806212,,,,
148,63.958613832323636,64.02653201552047,,,,
149,57.624508587056894,66.2583612622254,,,,
150,54.863305690740354,71.53911939842341,,,,
151,1.7354457705018267,10.64283159760394,,,,
152,7.2946659126299265,5.876699640363744,,,,
153,5.817154797330767,9.121614860580802,,,,
154,0.05829592890689206,8.556526813007629,,,,
155,0.397409105331497,5.63266108338227,,,,
156,1.785140921186707,5.318913842153576,,,,
157,6.573980081510277,2.837516281656396,,,,
158,2.652154977660743,6.566073175193564,,,,
159,2.81639291715733,2.8109212950163727,,,,
160,4.099946901667308,1.387222432315402,,,,
161,0,4.9478084309721595,,,,
162,4.977596133665121,3.210683813916604,,,,
163,8.203922169098915,11.484351341129958,,,,
164,76.41137532496174,82.68442637648893,,,,
165,71.46268253658891,91.47299554889369,,,,
166,85.35761819114546,75.0826158214184,,,,
167,71.60811625607275,89.08430003990244,,,,
168,77.87512165221573,61.48021792818132,,,,
169,53.178624593888316,87.03788548273033,,,,
170,82.81858469941814,74.08176945348244,,,,
171,80.17961078043142,72.51336989167972,,,,
172,60.35453529668119,91.12959827803112,,,,
173,67.21173972319663,54.49342958863937,,,,
174,71.53320515167765,67.7832579591887,,,,
175,70.68744677806563,64.06781373338035,,,,
176,2.1763979975528236,1.6984589482065346,,,,
177,5.758438811406422,0,,,,
178,0,3.408774656462076,,,,
179,4.459873064081743,5.8787625820405065,,,,
180,6.503706938143839,4.660535680399281,,,,
181,7.357826025781776,2.5442102980779673,,,,
182,4.06432480714919,0,,,,
183,1.933511965346968,1.692122081761255,,,,
184,6.371865821218762,0.7334441845776061,,,,
185,10.77277829366351,5.155105174866764,,,,
186,6.231432832200082,4.3588503361630355,,,,
187,7.907209256753894,0,,,,
188,0,5.3357283903000035,,,,
189,53.47626987981293,77.33190393560675,,,,
190,75.63225474004338,66.58956880224106,,,,
191,70.93442673958492,56.44112113066371,,,,
192,1.0298897368924833,74.93247003037557,,,,
193,6.508007962078516,77.68134585156292,,,,
194,6.837754154194734,87.86684671164241,,,,
195,3.7075799193447145,74.55123867821383,,,,
196,8.954254996654385,51.23229669456374,,,,
197,75.9243949135736,80.82083614230763,,,,
198,66.27369687826668,5.630162371875723,,,,
199,58.02024696591028,0,,,,
200,83.34954457025611,5.768640677101962,,,,
201,49.48729362158298,0,,,,
202,84.04167198563674,4.094596732450904,,,,
203,67.89016894248753,10.819275762026468,,,,
204,69.51447179811599,2.494723373488726,,,,
205,67.1632965059703,1.813630014060601,,,,
206,66.12958591520126,4.691507241813363,,,,
207,71.4003611343161,5.382403711374553,,,,
208,0,4.282080671347631,,,,
209,6.863893705893957,2.621208753321217,,,,
210,3.8450026988063275,6.018429436976883,,,,
211,6.157538046581943,66.21882145559266,,,,
212,7.082249408495528,61.828447392818624,,,,
213,0,57.515523611731304,,,,
214,2.4999628679828967,80.44208021216326,,,,
215,6.581371552248758,55.06308060837425,,,,
216,5.680841569375736,89.12439327224018,,,,
217,3.1826473256765864,74.53060155538606,,,,
218,2.940868955977143,79.99933245542108,,,,
219,2.67889011840139,68.37525677924089,,,,
220,2.7490732384884025,3.9101161858744105,,,,
221,81.68543301743486,6.5641737577310515,,,,
222,55.130083569244015,3.4731028407999873,,,,
223,47.525106922819006,3.165595341526918,,,,
224,56.262049152790794,2.5215024929687457,,,,
225,74.48616051079576,6.37492174181426,,,,
226,78.65107164881528,5.51627582259941,,,,
227,80.59283145295456,4.976204743595298,,,,
228,74.52006343810254,6.944681558025488,,,,
229,73.34359346260308,7.868286067095109,,,,
230,89.47166092754158,5.855275953337598,,,,
231,75.24928382419985,4.415040618717869,,,,
232,5.2453384460767385,2.841755658055585,,,,
233,4.92326764074153,55.043125846678976,,,,
234,8.262400306749221,83.05431526980065,,,,
235,2.9234124441917335,66.93856961602862,,,,
236,0.5771917692881909,51.86732920647885,,,,
237,7.677078180952471,64.94550933481958,,,,
238,6.103531694311523,79.90441300581912,,,,
239,5.693178805729532,71.68536795089207,,,,
240,6.978546737958917,70.37183074735412,,,,
241,0.668255571648229,78.28416707816609,,,,
242,5.2569770507001055,92.66377782723666,,,,
243,3.504014591610693,1.6964704245363755,,,,
244,2.46385611725184,4.723201190222821,,,,
245,7.413271576883357,2.3280771821677417,,,,
246,77.47870354775218,5.1490677051778775,,,,
247,73.74328200366148,6.156736148419721,,,,
248,48.98345174910092,0.08543735020854282,,,,
249,73.02435922864191,2.922332412597328,,,,
250,62.14360246364835,3.33029747159981,,,,
251,58.767321800042915,7.343256745569905,,,,
252,58.078744410592336,5.7703556874088635,,,,
253,87.01847822128184,3.9197617518273185,,,,
254,65.07368028471805,3.4247868128748644,,,,
255,73.59570401830942,6.005869755036068,,,,
256,66.88904411409406,72.2114608839561,,,,
257,2.023452332192828,82.80576445280559,,,,
258,1.8874840270526638,82.8524286057034,,,,
259,4.678969116126028,66.41084845171157,,,,
260,0.662159137131745,59.67749162428803,,,,
261,6.823522888115372,47.400752366018224,,,,
262,2.7645486648574487,73.37195753637366,,,,
263,3.9294742254820285,62.26290820186842,,,,
264,8.188485608256817,57.17347485574485,,,,
265,5.2528056639829614,83.67056680280265,,,,
266,8.094105015952467,52.98282880986673,,,,
267,6.381462769094107,6.433665714533058,,,,
268,5.239625719157158,9.053075017857605,,,,
269,13.076241180698695,7.3614391994406985,,,,
270,72.25411590762839,2.1842948433877307,,,,
271,63.51058907047093,5.417723295030095,,,,
272,92.94537236323562,1.9977750264517637,,,,
273,70.16834433274104,0.15745329240403505,,,,
274,83.17355029475424,4.099857728988468,,,,
275,58.244593655033796,3.7012652330727622,,,,
276,77.7219111323848,1.650433196062389,,,,
277,90.62707852613694,0.44084532108554564,,,,
278,62.5707346355521,4.3932872932226115,,,,
279,93.99798474858183,1.4925604312850806,,,,
280,57.27589126364413,75.28917387157884,,,,
281,2.2717092415333826,107.0933140250863,,,,
282,8.144829595310439,77.80848043915398,,,,
283,5.485601183526443,85.66123829045199,,,,
284,0.8634999491228963,65.41049245488632,,,,
285,5.542316003121145,75.35147788150724,,,,
286,0.05837316957027561,51.23993636205313,,,,
287,1.4372109660578083,36.6745211984249,,,,
288,6.893733766821809,63.46807550679122,,,,
289,3.936050020945275,74.03584764305255,,,,
290,0,70.19609931589636,,,,
291,3.8345387821240657,5.09050551569999,,,,
292,3.874787214019197,1.8406582888885028,,,,
293,7.703961616104437,6.40551419152524,,,,
294,63.09170676382153,0,,,,
295,77.60514815682724,0.5335496597541369,,,,
296,88.0216372579832,8.634422967937713,,,,
297,80.32004024542101,0.21549059094406298,,,,
298,61.38392932426324,3.908154395745321,,,,
299,50.91719523590806,7.799425996995792,,,,
300,74.08898283869924,3.268282555867773,,,,
301,103.26643626823835,1.574227507292005,,,,
302,73.05393472457766,9.08277342875066,,,,
303,86.96455839229617,1.1773775121354388,,,,
304,64.33022336005507,64.86556210041243,,,,
305,5.211067754186302,67.11258807452866,,,,
306,6.63099035908971,74.6710631216304,,,,
307,1.3382392867577106,53.28930154721708,,,,
308,5.139605070950199,63.65275552435992,,,,
309,5.9995286608518485,83.28449471635204,,,,
310,4.2035596510671684,67.53867882370804,,,,
311,2.675552955457688,59.59992753127093,,,,
312,3.38710406287409,84.46096390955638,,,,
313,7.825478974876814,71.85214279153574,,,,
314,6.008816959746127,0,,,,
315,1.9311018717373476,4.902643297832259,,,,
316,5.271737501786733,3.9685210255675454,,,,
317,1.429078308978247,4.538874663431086,,,,
318,45.38204580288952,2.764752610852663,,,,
319,58.02629770299738,2.498975791894356,,,,
320,73.88108382951077,1.3098538079332358,,,,
321,31.587016515763104,4.438755336544373,,,,
322,72.65147952459182,0.22457219571225373,,,,
323,68.95370720470136,0.6059208058348782,,,,
324,70.84843593538638,2.476191833457412,,,,
325,78.1272166486571,1.9986833313338948,,,,
326,77.79853129103948,6.696546352396245,,,,
327,87.87636353787003,66.08874754929776,,,,
328,95.14048484903432,56.260133231145275,,,,
329,3.02136770971489,78.71709119979757,,,,
330,4.161069899572503,42.08131952131483,,,,
331,8.686357794110712,43.1113542975827,,,,
332,5.687107440414294,74.52881791530703,,,,
333,7.3909557836830695,74.50535256656522,,,,
334,0,58.25931149099714,,,,
335,4.82196766965637,68.51177244049268,,,,
336,5.1608575758334485,84.15310677435284,,,,
337,6.344365748664451,58.0759959689604,,,,
338,2.6093489610844296,2.860257754449026,,,,
339,5.1637867735388605,10.8121358865968,,,,
340,5.788467473744952,0,,,,
341,6.312054819341547,3.9814124976170087,,,,
342,0,4.3849733822697425,,,,
343,55.53149353581033,7.171596045552693,,,,
344,66.22561241754615,3.439892047845813,,,,
345,70.33204010199682,1.24941482382367,,,,
346,52.50076575075772,3.773266327139315,,,,
347,93.30579825080234,5.379663295609609,,,,
348,59.04075971407679,3.734356665466402,,,,
349,65.28552067711621,2.3184535595348716,,,,
350,88.49048052655351,5.555219033303624,,,,
351,95.39903470346285,63.96007452754875,,,,
352,78.3590327624471,92.21425296799906,,,,
353,82.02091154904198,60.22148359848045,,,,
354,0.25358187012344047,65.64641255959883,,,,
355,1.1415593058604157,78.51792958285873,,,,
356,3.584124921865269,71.60046441728679,,,,
357,6.1708207366515495,66.13810314115207,,,,
358,3.7163516748428678,57.28980543392151,,,,
359,7.074863134119983,69.06161194287574,,,,
360,3.790555619533665,53.27280544577556,,,,
361,9.463280174296552,82.2753430201056,,,,
362,5.567711664912562,61.752088188260664,,,,
363,6.234844919209456,2.5119243041801824,,,,
364,9.160751393166743,6.4026548700230865,,,,
365,8.576107349592037,8.586013342062698,,,,
366,0.9248728466351994,4.945323287238392,,,,
367,59.768177903544576,2.6244937091188794,,,,
368,76.2343678776679,0.3046638887302282,,,,
369,67.79978621670617,5.970892970419332,,,,
370,70.85693499801609,3.6125900817240146,,,,
371,88.35163809957797,5.639684250794015,,,,
372,75.36938586821776,1.3712455610357055,,,,
373,68.6750626137235,4.138613901230239,,,,
374,66.05627141857303,6.782569237787667,,,,
375,61.44360752304545,4.7608154612234905,,,,
376,62.33161951456708,59.31284135580912,,,,
377,81.17691196420908,78.9784533830099,,,,
378,1.0519867897109068,59.402362050489394,,,,
379,0,64.50159800449255,,,,
380,5.659559360571048,70.59435148425891,,,,
381,8.360777282407971,67.78802267588001,,,,
382,7.6818678474387845,62.138340569594085,,,,
383,1.697545698417764,85.05470006231269,,,,
384,5.396034328261717,87.8276821800292,,,,
385,0.3490155127436232,64.99687115835987,,,,
386,9.777102252774458,93.88362823448998,,,,
387,6.7803026389961705,9.488066850196738,,,,
388,2.1019795693675563,1.9495041465989735,,,,
389,9.261129632184783,2.0340696284111015,,,,
390,6.323628327027915,3.874348257422641,,,,
391,53.60256256302932,0,,,,
392,53.16159473396266,7.06743098459587,,,,
393,66.86864282422714,5.28230918406398,,,,
394,63.429284101773895,5.754513200760644,,,,
395,71.7352423616614,0.8329618810940826,,,,
396,61.87496621251047,4.422615720991666,,,,
397,55.82222014423246,4.13183184579528,,,,
398,74.44513606533044,2.7410366232836294,,,,
399,83.5347588725762,5.461865526376229,,,,
400,73.86728669763085,69.02939243921828,,,,
401,70.15257130994124,72.3425305593605,,,,
402,4.156761177566976,55.56062907089413,,,,
403,4.577637636308834,87.62548580357738,,,,
404,1.9976935568142191,72.44837105621696,,,,
405,1.1797397085247687,64.82248019349066,,,,
406,4.1474095789576495,61.029555871316575,,,,
407,4.926750830013042,76.25091517309886,,,,
408,4.772136626538561,68.80064030200879,,,,
409,0,63.580309510279996,,,,
410,3.2278098964034614,65.0741386892506,,,,
411,7.976164748006432,5.448252228887952,,,,
412,5.5386531512167885,2.419858154064004,,,,
413,4.214539114091292,3.2259331935649884,,,,
414,3.8475877316966476,6.912296789380656,,,,
415,7.32957099411696,0.4743969562394965,,,,
416,78.34591515868732,6.865661555793768,,,,
417,72.3960286778237,0,,,,
418,84.5166937352907,6.877698887512942,,,,
419,64.97369840129883,4.329583989750233,,,,
420,67.40807152591198,4.653702773961461,,,,
421,69.32616753846403,0,,,,
422,79.489528736927,4.586155614221424,,,,
423,88.93196799335242,0,,,,
424,67.53502421000543,85.703754267263,,,,
425,74.1833190535408,64.40005018449018,,,,
426,53.29126456933611,73.32730197722947,,,,
427,2.516250145029499,75.92269214696847,,,,
428,7.072092577667343,80.6141899551672,,,,
429,10.759152977634715,73.155542011114,,,,
430,7.008097203990957,95.15390246334442,,,,
431,5.529465228677733,50.92046733384275,,,,
432,6.088324916557852,64.81710341943301,,,,
433,0,58.48602905251825,,,,
434,3.6706748273198597,76.19862975063128,,,,
435,4.559182728462442,2.169600945240007,,,,
436,3.129708464080448,6.394199555028622,,,,
437,12.395705991447198,1.910362653378042,,,,
438,5.093827973541349,4.585092691743701,,,,
439,5.287286422363522,3.1967435204665953,,,,
440,68.23157793218559,8.711356777927453,,,,
441,69.0753471675179,0,,,,
442,83.08127638811281,5.488097790801811,,,,
443,63.80049863042815,1.9653480618056713,,,,
444,80.86707387575572,7.900327624122426,,,,
445,73.78199889747087,0.516827132258272,,,,
446,71.70202478648977,0.9761740758278217,,,,
447,74.76396587372925,5.317201479937787,,,,
448,74.66614401622428,67.75169377628555,,,,
449,83.93117409011353,87.58875749150592,,,,
450,68.75690737125127,55.62108823247095,,,,
451,0.45675234629298833,74.54637204905968,,,,
452,1.6041342899830924,96.09448586545062,,,,
453,3.8354576304159433,36.83080638683001,,,,
454,4.979138185274862,61.0394770762024,,,,
455,4.597904781212193,79.75699059121357,,,,
456,2.1284958795930087,77.94421237607018,,,,
457,6.749834616824727,83.21069604962153,,,,
458,3.760024916819669,68.51292330617558,,,,
459,0.43614979509118657,4.995085978740664,,,,
460,3.530644068493174,3.803803062976238,,,,
461,1.1378785697671558,4.5600980223835075,,,,
462,4.561287140370145,4.810333522764139,,,,
463,2.152109838956995,8.971220589872852,,,,
464,94.30034831342235,4.54059232213489,,,,
465,82.54648224004632,3.3631447770802048,,,,
466,88.10374179930282,1.8288638917781896,,,,
467,75.17414269140579,9.161782202581659,,,,
468,80.9692652190793,7.798665965610239,,,,
469,71.77963667752174,8.431194367955735,,,,
470,63.37689249357101,0.9731376327384975,,,,
471,77.06668476780884,3.999129836858275,,,,
472,77.87047992783985,103.75392294988076,,,,
473,82.66051605828994,85.66252763326726,,,,
474,66.40270732071615,109.07332578732164,,,,
475,0.45759410159390956,81.2884302797257,,,,
476,0,68.78203811825666,,,,
477,3.4640115846739934,81.09037612817676,,,,
478,0,54.94701319058508,,,,
479,1.9864405214746323,55.72730431202352,,,,
480,3.36617561906049,92.36012750449282,,,,
481,1.4786493008574335,62.32933547552304,,,,
482,0,79.89574068860605,,,,
483,8.675926021120059,68.15141881432436,,,,
484,5.882735291977783,8.578948471170103,,,,
485,1.9246944031000903,5.112358402833286,,,,
486,5.192596720892793,5.101954999714941,,,,
487,8.766840432688994,3.4907072059416353,,,,
488,5.6210838719103595,2.3559354417623473,,,,
489,78.33705707117917,1.401313849924613,,,,
490,69.74215604596702,8.426404862511834,,,,
491,60.77110576184988,1.935814219453932,,,,
492,89.04215246532468,6.696399907337721,,,,
493,55.82876596908092,3.990109602308586,,,,
494,89.44066473402822,2.581618786266412,,,,
495,59.7435284208336,3.5855045255110087,,,,
496,63.85188242370551,0.6570583924213604,,,,
497,74.54913147282485,72.59152096919067,,,,
498,57.78080708059237,81.58306739633481,,,,
499,63.80733955478775,71.74045909602023,,,,
500,3.4419586675155536,56.536778251462735,,,,
501,6.775727304292413,79.60201177917949,,,,
502,0,72.41197980254167,,,,
503,4.545714628719269,80.00963980253218,,,,
504,5.645859025203363,89.84694469500745,,,,
505,3.7766950769177736,85.43495714871766,,,,
506,6.244782103717874,73.6731069325179,,,,
507,1.781002845122965,71.0056913230666,,,,
508,6.547453365703553,2.0263182078367397,,,,
509,5.988350454482145,0.09851050194385813,,,,
510,0,4.946644237656165,,,,
511,0,2.828978538791727,,,,
512,8.0781753102426,0,,,,
513,81.82760271577641,1.89031931764627,,,,
514,60.28035611193257,1.9910634227271715,,,,
515,55.59338509202502,4.921524041906785,,,,
516,97.45589901463006,8.56868175951322,,,,
517,73.69152210798683,5.413290205491275,,,,
518,65.8452083882978,5.28727426277074,,,,
519,80.91764833748451,0.8531500024883334,,,,
520,65.0066616247973,4.606601627307825,,,,
521,69.94222024777295,88.06806485776326,,,,
522,50.20533220011128,67.89284386874363,,,,
523,76.31478324956858,61.30409079230256,,,,
524,3.6169379894692706,78.04935602622564,,,,
525,5.611428532137349,57.392700039142454,,,,
526,0.4961365585345838,68.82377363094706,,,,
527,8.342610333172647,63.751885262131985,,,,
528,6.673175144388802,66.75646540339005,,,,
529,6.925063614560131,56.424156248309096,,,,
530,4.904752674385204,52.68939511024246,,,,
531,0,58.70851605277399,,,,
532,3.2795883303382842,3.5150287366645676,,,,
533,3.444456091725524,4.593053991984622,,,,
534,2.3213780952740017,5.276977077907603,,,,
535,4.176119751714294,9.753059499171027,,,,
536,0.039881206810260306,1.788196593704479,,,,
537,83.83238413066003,3.0091051636779595,,,,
538,95.56664035962359,2.6748330018990325,,,,
539,90.6413269832157,8.803075783705832,,,,
540,73.75653436679387,2.0475874599711554,,,,
541,68.93158957409362,0.5788674773805234,,,,
542,72.98678679813281,3.3429226380208137,,,,
543,83.40765718832218,0,,,,
544,52.288226125912686,4.611848295599187,,,,
545,75.08878037957737,60.27023813049905,,,,
546,73.93771826582926,76.31639636341386,,,,
547,79.14168362654132,53.52250502320523,,,,
548,6.739345073775009,91.58431929719006,,,,
549,3.8154368405309653,86.76613960423454,,,,
550,5.661871048283889,74.87002090085073,,,,
551,6.571735666552112,54.66395199512115,,,,
552,3.289647378303759,64.11763690091198,,,,
553,2.4464092896147447,91.73292019255504,,,,
554,0,61.61938879676972,,,,
555,3.6288031121977995,78.80816181839013,,,,
556,7.1397713677796535,3.9642494752880233,,,,
557,0,7.003791654533483,,,,
558,0,2.34557965599629,,,,
559,2.867371666066844,2.9409055168051097,,,,
560,10.860552643968198,1.981752500539827,,,,
561,68.43623983136698,8.65926679502574,,,,
562,52.62132016188772,13.104014435832415,,,,
563,65.96940789715954,6.206978886557898,,,,
564,72.2473631230886,5.848937658847484,,,,
565,90.78362525358556,0.052229389747829646,,,,
566,97.9812286117444,6.265829058043812,,,,
567,70.94157413646076,4.467957560473294,,,,
568,81.69653700666798,10.596285535927702,,,,
569,77.72102136316555,56.81862924593288,,,,
570,61.844348584062296,60.55239311225672,,,,
571,56.112627687737096,84.7844916120431,,,,
572,3.3647513339202693,69.93363229546522,,,,
573,0.7641896264667962,67.75807136180138,,,,
574,0,66.33713557493564,,,,
575,8.607867645734538,75.69543733666315,,,,
576,4.873691753838526,112.81121949420967,,,,
577,3.803418209133025,56.29844737826666,,,,
578,4.811162392363813,83.3768273879721,,,,
579,5.138363720836047,55.11691800115248,,,,
580,6.059091583103319,68.76609882147476,,,,
581,3.833820437958411,8.092459188273352,,,,
582,2.2621343784684504,5.273917578845251,,,,
583,1.5218147519609588,6.462242596428906,,,,
584,4.97144690113921,4.850813237702047,,,,
585,8.62651898632325,0.10921497301857608,,,,
586,55.123552781251675,5.58259795182088,,,,
587,77.630989679741,1.9037655794062918,,,,
588,67.01591593130364,7.525011457683304,,,,
589,89.3764326134297,2.2741573449192956,,,,
590,79.37330369489307,2.313235990586387,,,,
591,61.421646773803644,3.0329808011871098,,,,
592,89.0347369593472,4.1831445839818455,,,,
593,72.78932639842026,3.6898009544812993,,,,
594,50.13354150692303,42.963437063510554,,,,
595,80.55670909852707,76.9620833378307,,,,
596,71.40759739049295,61.27216154560696,,,,
597,6.313361341224706,40.48335623305977,,,,
598,1.204144326449665,85.1320302870298,,,,
599,0,90.7472574008166,,,,
600,1.9207731154474543,78.42231768965529,,,,
601,0.7029278595166311,73.7590626099981,,,,
602,0.1363910018466994,92.36376738618675,,,,
603,7.639506116387429,57.857010571754635,,,,
604,2.3420325497736334,66.17934334653502,,,,
605,4.951678897079748,5.354395429949112,,,,
606,1.9858490447528325,0,,,,
607,5.985345920951902,5.421808455098823,,,,
608,0,1.9440806879124355,,,,
609,7.9183000404173125,6.31457346305393,,,,
610,64.24132641341204,3.7820492038228553,,,,
611,83.2750823954445,5.967877305907461,,,,
612,81.82560308816306,6.970984292401324,,,,
