hour,entrained,masked
235,64.0525122953697,76.27171000404107
236,55.4497031540567,67.60771762528354
237,81.48261999682572,71.62444628067085
238,75.71294954580891,71.38725076046457
239,5.693178805729532,6.550892055131058
240,6.978546737958917,7.32620116812536
241,0.668255571648229,4.933355815906148
242,5.2569770507001055,6.6725971155223895
243,3.504014591610693,8.696623921867452
244,2.46385611725184,6.088437867206183
245,7.413271576883357,2.4104435601317915
246,5.369675886938042,5.130839341668075
247,4.43582050091537,0
248,0,3.788959264235141
249,4.256089807160479,11.527126137767157
250,1.5359006159120874,8.027204569650397
251,0.6918304500107286,10.243510943339842
252,55.238849043042975,75.33646030031454
253,81.76693836950835,68.21453631840933
254,61.65087359432488,76.54425882613967
255,69.46272868345031,77.07644178446965
256,63.31495710458622,74.81773581178167
257,60.752658551373706,50.50850249541001
258,60.2541080991931,66.37813797596992
259,70.48955342579544,75.29822665603336
260,55.76125016948306,57.23695229796884
261,78.35291725642303,56.25312741267425
262,63.47001177114398,71.25984308167615
263,3.9294742254820285,0
264,8.188485608256817,1.734916473470574
265,5.2528056639829614,4.625007932963323
266,8.094105015952467,6.270984876943692
267,6.381462769094107,9.600482387164895
268,5.239625719157158,3.7928150609146525
269,13.076241180698695,6.837773160473809
270,4.063528976907096,3.06181011315995
271,1.8776472676177312,0
272,9.236343090808905,2.2774412860051445
273,3.542086083185259,2.1365264726948725
274,6.793387573688557,3.341940152511278
275,0.561148413758449,0.5194964004524651
276,73.24508520468606,92.95711058562387
277,85.07482198229219,35.32886559593629
278,59.3565067492561,67.87155562482351
279,88.16481935286667,56.72665571136311
280,54.50290032500712,52.25645844589169
281,61.6629338856224,61.71458614637913
282,83.19770851613828,75.09243122113904
283,73.44720433959695,55.28262062835429
284,56.49949981345062,54.90559492491082
285,73.65515867811087,66.35758400142929
286,53.547368288424344,60.451040693426
287,1.4372109660578083,2.9758956207386147
288,6.893733766821809,2.3359496665602295
289,3.936050020945275,6.897569452443602
290,0,5.58757897389825
291,3.8345387821240657,4.614417328695664
292,3.874787214019197,2.320919981067165
293,7.703961616104437,10.063407135655414
294,1.7729266909553818,1.259670145688622
295,5.401287039206811,4.812519486779822
296,8.005409314495802,4.25226316799549
297,6.080010061355253,7.409856784962471
298,1.3459823310658101,0
299,0,0
300,69.9149009354743,74.3213695155903
301,96.66089991255183,56.58855396202564
302,68.96610683086286,64.8427681091577
303,81.71751185960483,76.82153853063629
304,60.969371413383826,45.62017009334204
305,72.44058176534978,84.19401484191741
306,77.6469646499956,73.99239486185533
307,58.240210718111605,88.41980304457503
308,72.17855192681739,61.12088798963144
309,75.33160508979012,54.175909675756884
310,68.74638538724628,75.20388680055939
311,2.675552955457688,0.5332597752799915
312,3.38710406287409,4.18014359624831
313,7.825478974876814,2.879372440809897
314,6.008816959746127,4.505232313344285
315,1.9311018717373476,8.38582005761143
316,5.271737501786733,2.149633929658833
317,1.429078308978247,9.18597810999939
318,0,2.5574403983603484
319,0.5065744257493456,7.418406806297396
320,4.470270957377693,0.6857727584008151
321,0,2.6104823519614415
322,4.162869881147957,6.53947170965052
323,3.2384268011753394,7.245528524230524
324,66.9443996074375,71.86567150173637
325,73.616615261269,83.71769886230449
326,73.31532035011952,62.7151106763134
327,82.55333324304753,77.10188419693748
328,89.2121111116148,42.92776512205916
329,64.41168160228793,52.272032016046964
330,68.59058963176584,61.33297611396982
331,85.18331191173928,66.79967376333218
332,74.18606061485241,81.18094647153099
333,80.43350454017126,82.66717027413885
334,33.587336370550965,63.66039774582371
335,4.82196766965637,4.330553406380895
336,5.1608575758334485,8.871622171740228
337,6.344365748664451,6.053354279394197
338,2.6093489610844296,5.201928379920936
339,5.1637867735388605,9.76469040823694
340,5.788467473744952,8.166465261028183
341,6.312054819341547,6.641795098812823
342,0,1.7087765954120635
343,0,0.8418414685829689
344,2.556403104386537,1.6352050897608286
345,3.5830100254992057,3.736584934095795
346,0,0
347,9.326449562700585,5.206814398181525
348,56.120696404570396,88.51772151326347
349,61.845060620689864,55.929311046745525
350,83.11627381600738,55.77983420494096
351,89.44911514484093,95.09483676268474
352,73.82911336557652,72.81717742631689
353,77.1858355866218,68.44017121125886
354,54.263133523785946,58.39989060358842
355,57.51905078815486,72.3242062148375
356,66.47512471350599,78.26594336502262
357,75.95967603438902,71.2328438262045
358,66.95995614109052,82.8559456958225
359,7.074863134119983,4.613449580133172
360,3.790555619533665,5.329144810339188
361,9.463280174296552,2.74291889651469
362,5.567711664912562,0.7655530374033876
363,6.234844919209456,5.099013797213866
364,9.160751393166743,3.335854559589772
365,8.576107349592037,3.719707876821413
366,0.9248728466351994,3.8234496757531886
367,0.9420444758861439,5.5917945427448075
368,5.0585919694169785,4.481642174192791
369,2.949946554176542,5.5566432980524825
370,3.7142337495040216,7.828473142888556
371,8.08790952489449,7.00735710245573
372,71.08860371253294,73.3853628137224
373,64.95214072924654,60.50916459393087
374,62.55158213369195,65.71661692888456
375,58.323306896125,65.73939545959982
376,59.13731788835315,61.2161352639198
377,76.412169300525,52.761845838676074
378,57.19061822894,78.42272882595465
379,50.86265360423177,69.65354388723968
380,74.08505098876051,76.90689234555789
381,83.98951670216256,65.77080733614652
382,81.50018210727555,77.07920669123668
383,1.697545698417764,8.268664135382178
384,5.396034328261717,4.18532137815385
385,0.3490155127436232,0
386,9.777102252774458,0.30375619424451905
387,6.7803026389961705,9.039409281873528
388,2.1019795693675563,3.1582275834009876
389,9.261129632184783,3.504144519859407
390,6.323628327027915,1.5537355614023856
391,0,3.348538711582168
392,0,3.4572794393393944
393,2.7171607060567835,8.192409380919155
394,1.8573210254434738,4.189137909313906
395,3.933810590415352,6.44253659820788
396,58.7187190281346,57.62950864095245
397,53.17036846554642,58.04537653302059
398,70.2413747265529,66.024823029571
399,78.57352896652819,57.96000584840527
400,69.71167947282827,64.54335484236981
401,66.30652370077947,63.088268385344094
402,68.57479098441225,80.7834393549505
403,70.11800466646572,60.947282448870695
404,60.6582097083188,71.0412499992513
405,57.65904559792415,62.15244626653697
406,68.54050178951138,50.46941544923497
407,4.926750830013042,4.139640870837479
408,4.772136626538561,4.115087211876878
409,0,0
410,3.2278098964034614,2.113883751001297
411,7.976164748006432,0
412,5.5386531512167885,7.164464528743039
413,4.214539114091292,4.609510437302083
414,3.8475877316966476,7.418854696883933
415,7.32957099411696,6.409221468961952
416,5.58647878967183,5.791510350650761
417,4.099007169455923,7.08321385129905
418,7.129173433822675,0.19297389238116347
419,2.24342460032471,4.915301991566338
420,63.79073223208598,65.50546619066104
421,65.5489869102587,85.35568020191937
422,74.86540134218309,57.631326053210024
423,83.52097066057306,61.258390555680876
424,63.90710552583832,44.45268038600699
425,70.00137579907907,71.47530521063803
426,50.85032585522477,81.39310311330533
427,62.559583865108166,74.75533946576213
428,79.26433945144692,75.16127145882332
429,92.78356091799395,64.62503583410844
430,79.02968974796684,64.14916512758303
431,5.529465228677733,0.9701374251225823
432,6.088324916557852,59.5021104618962
433,0,73.33435340429253
434,3.6706748273198597,59.75657898637113
435,4.559182728462442,83.94290406534239
436,3.129708464080448,72.10811386189565
437,12.395705991447198,3.807928910920055
438,5.093827973541349,5.2876715706215744
439,5.287286422363522,5.565004884216748
440,3.0578944830463963,7.732155261281514
441,3.268836791879477,1.6911849060513076
442,6.770319097028203,1.988243145413791
443,1.9501246576070375,3.92780144950569
444,76.12815105277609,4.522437258630058
445,69.6334989893483,2.912817351316904
446,67.72685605428228,1.7370251918784803
447,70.53363538425181,4.658562747106821
448,70.4439653482056,5.114159725733971
449,78.93690958260407,5.915599331430546
450,65.02716509031367,75.85305245435823
451,55.008091936407624,87.51454642784293
452,59.215159063271344,86.19497768307035
453,67.39667797819179,85.10415929270346
454,71.59017334600783,59.94915629884072
455,4.597904781212193,73.80323733131085
456,2.1284958795930087,88.21998427721228
457,6.749834616824727,73.10220124462741
458,3.760024916819669,64.27588525960238
459,0.43614979509118657,70.69172727345976
460,3.530644068493174,56.91187983732134
461,1.1378785697671558,3.142654203374083
462,4.561287140370145,1.957125689041809
463,2.152109838956995,0
464,9.575087078355589,7.277305216682185
465,6.636620560011579,4.526593038060751
466,8.025935449825706,5.831475944493541
467,4.793535672851446,10.214153985589364
468,76.2218264508227,7.397008899615981
469,67.79800028772826,6.310895159155556
470,60.09548478577343,0.3374856448857022
471,72.6444610371581,3.574183192903581
472,73.38127326718653,5.494498465161876
473,77.77213972009912,2.783858502772771
474,62.86914837732313,69.4264578520263
475,55.011178372511004,78.80182899169752
476,51.43013295654735,60.811913375418484
477,66.03470914380465,75.15451838953639
478,49.31323054170812,64.86782114129149
479,1.9864405214746323,56.63222786972053
480,3.36617561906049,87.63825487063376
481,1.4786493008574335,64.56270753561935
482,0,72.68704816019688
483,8.675926021120059,67.01879619251793
484,5.882735291977783,85.18950862307717
485,1.9246944031000903,0.6327026623471843
486,5.192596720892793,4.156578560275654
487,8.766840432688994,6.53117141641509
488,5.6210838719103595,4.131720196999654
489,5.584264267794793,4.77208484118998
490,3.4355390114917563,0.8590863830859332
491,1.1927764404624694,3.0436477325117948
492,83.6219730932143,2.9517267527506688
493,53.176368804990844,1.7019710580213
494,83.98727600619253,8.506214048698826
495,56.7649010524308,1.7440384735835526
496,60.53089222173005,3.7575439168247997
497,70.33670385008945,5.4970027200808245
498,54.96573982387633,57.272528077465495
499,60.49006125855544,79.98157692618899
500,65.95384844755704,66.11890203082407
501,78.17766678240551,72.4407838740395
502,51.57580002322781,59.443327917597784
503,4.545714628719269,66.43401142816141
504,5.645859025203363,60.14740670268503
505,3.7766950769177736,61.81551928370018
506,6.244782103717874,84.53107866261416
507,1.781002845122965,76.76143301071895
508,6.547453365703553,73.52918094590554
509,5.988350454482145,0.9820776449364459
510,0,6.2254465199484095
511,0,1.9898484291981622
512,8.0781753102426,0.292034156405236
513,6.456900678944101,5.115702903469288
514,1.0700890279831419,6.42060987629483
515,0,3.5677224898385145
516,91.33457409674422,4.860710587886527
517,69.55056193232126,6.652586469758413
518,62.358107689272984,0.6230580509460504
519,76.17451097602746,5.882478227947769
520,61.58943982273086,5.275535222031024
521,66.11370189379187,5.662035990381057
522,48.021554516768674,63.6763903013747
523,71.9552179787712,58.72093662833942
524,66.59543929472066,48.536654271431274
525,73.90857128450361,88.18694634275633
526,55.15250071462681,53.955202202578064
527,8.342610333172647,80.84582253858262
528,6.673175144388802,57.53470671760944
529,6.925063614560131,71.7055781439054
530,4.904752674385204,44.67158639356982
531,0,30.37217795165418
532,3.2795883303382842,39.99516874827735
533,3.444456091725524,0
534,2.3213780952740017,0
535,4.176119751714294,4.158734015225434
536,0.039881206810260306,3.836172207092138
537,6.958096032665008,4.3827379187463
538,9.891660089905896,5.076158715042377
539,8.660331745803926,3.813159195762672
540,69.61015650289438,10.591994055004669
541,65.18729044291915,9.661046790042363
542,68.90455456495508,5.513370251077384
543,78.45701908929533,7.0786279258125555
544,49.930873948753295,0
545,70.83138201461259,9.940717146943108
546,69.77624174367683,70.9905882596594
547,74.54654332432955,54.7215132404507
548,78.04426527050838,83.88326392116369
549,67.32326841528021,67.30419167278465
550,74.09352717704093,64.58950175701665
551,6.571735666552112,57.40524314317588
552,3.289647378303759,90.09702312562123
553,2.4464092896147447,74.43147224533728
554,0,71.90530853698272
555,3.6288031121977995,67.29217816165095
556,7.1397713677796535,68.24218997556265
557,0,6.1677513266976325
558,0,5.9677906500801425
559,2.867371666066844,6.078490356175166
560,10.860552643968198,5.0268057066063765
561,3.1090599578417444,4.256410013323
562,0,7.6851834913177335
563,2.4923519742898854,9.841147049705187
564,68.2267495294979,5.091423487313026
565,85.2183231491201,0
566,91.81612622743236,4.444956156988744
567,67.0297762917557,0.8137006134259752
568,76.88849225611231,7.412655369111702
569,73.24426958290175,5.961899029945936
570,58.690652868723774,74.005497760206
571,53.43657538042567,51.23520366830427
572,65.67075489104099,84.41037346193949
573,56.13536196371159,67.37587102445558
574,44.31848538271397,60.73640345004675
575,8.607867645734538,54.937636554785584
576,4.873691753838526,77.04578670847778
577,3.803418209133025,56.149092143356924
578,4.811162392363813,59.95818606147478
579,5.138363720836047,71.23997483243247
580,6.059091583103319,62.89233244519019
581,3.833820437958411,0
582,2.2621343784684504,0.02354024445390257
583,1.5218147519609588,0
584,4.97144690113921,4.659211311299381
585,8.62651898632325,0.08122453736076896
586,0,6.569039565104408
587,5.40774741993525,5.365196375112905
588,63.43125627036167,1.3753658813145622
589,83.92839656231055,8.59760248988702
590,74.75886172031865,6.53706796501131
591,58.303176209320014,6.224455781140975
592,83.61517554606827,3.344952347652567
593,68.7235491985519,10.409753095912613
594,47.95574638134611,70.6341773743429
595,75.84365000698314,82.70885282823701
596,67.45696427461854,52.61912163393819
597,76.48232491782392,62.05835166797215
598,57.748529196982105,75.37269569973499
599,0,66.16562381218918
600,1.9207731154474543,87.52760515893652
601,0.7029278595166311,68.18162930149144
602,0.1363910018466994,60.518477753759264
603,7.639506116387429,67.97507690806573
604,2.3420325497736334,60.940352204012214
605,4.951678897079748,7.8653180402408065
606,1.9858490447528325,0.8631045659923897
607,5.985345920951902,3.946394991753677
608,0,0.2816398238691904
609,7.9183000404173125,0.20666001914319398
610,2.0603316033530112,7.53281516196779
611,6.818770598861123,0.6054396121632495
612,77.00680283081614,1.7612688351033206
613,64.49091739203362,5.531419033767165
614,79.15332681058712,4.343968228569775
615,69.52980839648765,5.2171473242774935
616,78.75740696924028,5.377492569183688
617,79.57848903565366,5.468281001250364
618,75.58738481601081,64.84779485199665
619,67.41898183807673,57.060516231584366
620,88.76572252794456,67.09740225632628
621,60.93664305862969,74.33657703422801
622,103.65350931076823,77.68120290974709
623,0.7811606653896201,66.36985457669344
624,2.486164769811614,49.994510119221076
625,5.4940485496333205,59.615152149047574
626,0.8551080453284206,50.57437399493679
627,5.268813593902529,60.02377476634279
628,2.9550851722581832,80.22801630443804
629,1.9885995751611985,6.802781721279012
630,0,0
631,10.333301912726569,2.365620842660451
632,2.5143447750997527,2.401533328097491
633,6.309863783189813,0
634,3.1635956070091367,1.537545080598187
635,8.138129135422783,4.462593936112076
636,71.6662541557986,4.49388750184798
637,66.08730090384375,2.2318657298072715
638,53.89990885686384,8.542600029135738
639,63.36998339760093,1.4520841156801336
640,84.01472572789604,1.1270529314152795
641,73.98892768022675,5.95672295631098
642,60.80483936393857,78.81274327696822
643,50.27061854762333,64.510027222025
644,56.88425820770696,83.04468403237928
645,68.82474700087072,57.181328186715696
646,91.823832111471,65.01724647779754
647,6.25910771941542,50.16851184285504
648,1.0677267185724215,50.358603315715484
649,0.4008238082241502,56.35793257180501
650,1.6550897277324297,89.3098281837074
651,5.006847710038871,86.69572226987498
652,2.693506723431832,54.88160650993565
653,0.6938117102756665,2.650735057405856
654,0,4.803770950566834
655,2.1070410011431377,0.7049971737941587
656,4.023271040313496,8.256161792961047
657,0.5954046446032786,4.018994825746623
658,3.156471428651128,8.097661286192594
659,3.9113379273347686,4.131811570700628
660,70.93574278029246,2.493809885191913
661,81.0317624644054,0
662,65.4071369094498,5.170853365063293
663,62.709621768217666,6.697819053484908
664,65.36555889863409,8.548725289822123
665,70.15552917906491,1.1821354372616182
666,72.9584498876526,64.66723126684744
667,64.90217557089366,50.056486736790134
668,70.60655433459183,45.30530245450344
669,68.04747788294436,69.42841468563532
670,55.57862443302926,61.80624683445745
671,6.372601270891893,57.175744576462314
