hour,noise 1,noise 2,noise 3,noise 4,noise 5,noise 6,noise 7,noise 8,noise 9,noise 10,noise 11,noise 12
26,50.64339655118313,23.779407178058396,25.137598504958078,22.997106985665877,54.766773757010725,18.509635394004615,34.17700792253814,12.337376032138284,42.5582255284629,16.62218123969534,37.46792156321838,16.676731754114783
27,38.82269301793476,89.04462013403747,75.50224829630906,50.483735954789694,26.889717746339066,48.89527278794425,48.55442040995718,45.148286677040424,7.309712406440589,48.69305769690743,38.71877830995452,53.21485291804717
28,52.40218964711069,66.24996953474673,62.70470297774813,30.198884976165115,7.774908112733755,60.467898069780844,17.598633930541688,51.146484864884016,74.95158783820847,42.27494701420631,45.58552072129041,39.82454602159018
29,54.477668810657576,60.93303614393034,85.91674506327095,17.584700052257137,38.34098925477929,41.679060027801604,49.93230411646921,90.97306269140299,32.76013675899314,31.739781595267793,67.49153917366515,35.62898080895809
30,29.772367036144942,26.595645005559838,76.4827752300254,25.912373650539184,47.352306493690605,31.322935206691184,75.34798494706688,26.050834154449518,33.81067307844027,0,29.19214532932799,7.005865614058955
31,36.51444662041856,40.02336075162459,43.49266263025591,32.42464319597066,23.05662551753286,24.064549428147508,42.91306711017086,52.46648101176771,66.85765456636156,60.540807231836695,25.680832872252495,60.029249944390514
32,33.394399436228326,71.56964377996039,45.09755206337787,22.61931423181721,68.58510570205357,28.24967085978726,53.25334360000309,17.85717520869846,66.14465105169745,21.7261707583903,34.968453620032506,50.7298205773566
33,0,44.986958133962865,23.718338075505088,37.336911578624864,51.430871266776315,52.95271894773806,40.597257849649274,66.26375487066747,0,26.970116477409608,32.00124258469869,60.496961981435746
34,43.99123590282719,44.17207879320357,56.24213775854869,46.585361546735086,62.27994217531435,40.33752612130338,22.877375479038207,42.00723647786008,40.725088386510855,40.95608688474324,50.95933165622966,16.91470895906068
35,42.6489697613826,46.834373428028364,10.408707105998065,58.017101670424665,40.021389728303774,72.78091852222786,22.59642702536592,56.79924394484688,21.711937649068677,45.69238114548281,50.92162260838979,52.90537945826575
36,26.167798884499263,70.6401312636914,44.434448224859274,48.11708603862915,30.429958860643445,55.68000647847678,51.30683891862677,30.026687859218328,74.15992785313071,38.64435345021806,35.261824689648115,17.96102252059963
37,46.445964778221125,46.47876695124235,52.933095413437,7.367321733273492,54.08507011049107,26.959361160269985,51.7937640782652,11.601773543766988,50.06442591066539,11.643167275971336,32.657110403417796,56.00616318284308
38,42.35124027388811,38.74788105712402,16.758058368173074,46.21375700608001,74.45942919305023,54.12607933154264,17.14471443871912,32.655507318745975,10.570595578422243,35.942748511121565,72.8420506863103,33.103588530780094
39,40.022852971956574,33.64924261364369,39.94247861694443,43.5193292084169,26.236680195868427,56.21546659594281,48.722295084637096,74.31131465132677,58.46614874006406,23.033748798351823,13.258082601375513,51.159355478587315
40,49.2072567934663,39.569861178576275,46.092309027983525,74.95638494528957,48.83585249189818,37.088224400828295,28.12526900230552,55.89261025973357,21.402078678302786,71.4527316579323,61.65924358955984,51.678938300571296
41,19.562653792826037,42.92103283431863,30.96494787784453,83.78344327347023,33.72380035177013,50.637826120918724,35.66741188132215,41.758134213985706,36.2383977711437,0,43.84613147482614,36.68743484108245
42,61.56132902375458,65.10482303600183,43.743025665760136,27.416337098634457,46.78178734269565,46.2783799863005,33.95958137509854,65.66854800722132,56.64094334348435,56.01191197037332,51.98220549207882,46.053682622171
43,35.902452395918715,47.66912746184951,49.04103990165349,30.043320723202143,13.950701453206271,36.43626046216532,45.98208878787804,37.825600910104654,21.631026608134547,12.736938384103638,6.100691989461232,21.524149805224535
44,47.31229735499237,38.53343331264695,59.89496756151228,36.48977218268008,33.517064653566145,32.24072263583353,94.75468337022295,29.58629947669122,40.64640425324545,12.487424910712662,19.885486333853688,55.538938712401965
45,46.59730413000221,22.35748081300038,43.92432220010572,15.905094082934738,70.67157263376544,61.93330536707515,38.16507694485779,24.17940311389905,35.673204176233824,69.95207543305997,49.95467814493302,61.191561668782825
46,60.18901605223725,10.666353584806984,35.05500878004039,76.30394086802258,14.252408062055409,55.41608778650867,9.844127147581403,63.74903764623345,40.75287803495012,39.51492429663071,63.697698400034994,8.262093033517367
47,42.81931035015396,36.28931371729627,48.81977371007576,32.928207904174286,48.22043979178959,21.145938635572985,28.17371792197152,25.893409772609267,63.52814105777476,17.863609111958358,55.399579403701125,32.791481457174235
48,53.44962601201856,63.86390757910793,60.05462882262649,55.434894316539534,33.07224747200692,35.6599486391836,48.14743178809369,12.34894240878339,26.93522825471276,51.178054787679756,43.19567301954667,24.6391014373069
49,33.6248465155416,39.738821847442686,32.17680916444449,27.395096230962324,27.92552270923789,62.86255930601766,41.18654486899517,17.839851185746245,48.399085818286636,67.21331202889462,28.487952555976932,52.873969950725126
50,26.44229623591056,38.73776263920461,31.612100441815397,43.86669990790263,50.02601985792547,33.92109638176407,69.01975028066884,12.852014541943486,27.118956979321773,17.36537140710518,56.196838284257794,36.02803443740474
51,0,45.76346967182065,35.221811784783675,60.051348609121824,33.39726329574097,53.66886396860432,2.1569544206612505,30.75505170229205,44.11134656842433,38.6498180217658,17.42587638466657,49.276247464249806
52,22.36233546379223,29.464139950050352,38.09747710910169,16.34167029341718,34.85307972527208,47.44660207971905,69.52619630253018,28.27064164635793,54.347556793111735,29.70147049921205,22.594624847387266,43.23076557076328
53,23.63027075412189,10.692243481848095,92.96634469070406,41.87358162756377,45.122043604417144,78.21752963208093,63.05579190042923,44.33651423176172,63.36234472963447,54.76467503418163,38.03895493245847,51.94382862821263
54,46.40011761343873,84.95602839068675,44.03692868654234,51.071340625646364,21.496052181835303,48.00668852672823,56.38484482874249,52.903212221700656,37.53012501817042,50.19727907102672,34.982355276198,44.39846903632665
55,24.463400555189317,43.14724741901633,45.83127633086301,54.45303351511447,79.01275931779305,45.62531156491804,55.62254653584247,37.64941260867347,32.55356000617232,43.90965992757474,14.855205284810452,91.65837528286087
56,63.132082829134745,36.00323137681784,21.147997467491457,30.783366929069707,49.176934789898844,28.907665695944434,25.8693019350036,36.09317078181448,68.06823731434838,4.030084405103203,51.59896238223435,53.58507960781401
57,33.38485851606543,49.07762805836678,1.0329045182082268,52.52504725755128,81.96387209809603,73.60466723918611,48.12830038420036,99.53237525747315,35.28500948185923,48.86846558314353,0,64.96929524972099
58,58.547534538502724,64.68613946172061,47.04473462084438,52.09908237643232,23.92781081115332,52.43754491136934,11.860955507481354,3.789230334702033,107.04769161780611,39.85847239825256,68.6483425261552,30.693665734048587
59,64.61577260827892,7.649981467359396,37.4696299444009,52.10365388760766,20.033229638975705,64.52145284554592,53.59367340381938,1.3877145402967699,14.77039102353407,37.34080599727763,35.25477854795477,65.97949673681921
60,44.604997277098605,16.197894838767787,55.03281024774208,47.29893733239669,39.33957383265881,48.13765884510936,11.455767776613275,18.81695543784597,45.90174243737175,20.355104400462306,51.124783715129084,22.95271834926004
61,54.484049233338055,32.83808540481167,29.69399196632976,41.1364378528922,13.940673740452201,50.627464962888126,56.71935021879484,22.96801251452839,69.7429926996135,28.54617869255876,18.665329875608354,37.50744035756032
62,61.58002253080784,45.1719322708744,37.92738673786931,56.360652785516876,32.097433019056524,23.073553191020423,26.674100149681184,33.28033553048435,0,53.286253366468706,53.13388525182227,60.24347667512872
63,11.244307786466369,63.64801418854111,61.56952776422384,29.92197003910003,26.285358398266975,52.40124208143247,64.90836833647344,22.613972932804838,29.195132752936622,64.27067172837589,61.72586717670113,24.25753503563371
64,49.233941273169044,38.829369184255135,55.36378293866167,23.971072396702578,34.20399309859608,72.51126070213817,12.514022911613303,25.148085668586198,45.336711764437325,51.210261151594494,35.25403926044247,26.218535606485396
65,12.12884235610371,64.28185765705646,18.172336626753314,34.22747295841533,21.306444569887617,33.59032170296465,21.945629340604835,65.68819983531594,32.19817189331618,0,9.779268850111034,40.76132969263506
66,49.02169052174201,52.32567930203827,25.434897677854288,37.12504928221828,51.24108982018096,24.24508649647724,0,74.86864144716586,10.565430023797418,17.529403103665924,29.596698122998138,54.51214614170693
67,54.54776797368193,23.09344176507972,72.59860339482569,37.75991508902286,41.384081691018736,74.31741346647277,59.824336356708855,38.34491805721727,64.08269991524229,20.05407805640223,48.4587029705775,37.7355206862472
68,0,18.541476653068255,32.63559746010717,45.56331857991539,51.59315965243525,56.03591918788171,72.08065098529354,53.52876766154078,12.059264881462145,49.81063625315777,9.07737400949891,39.14186453975814
69,17.407135990500095,48.98870195914178,64.40323454138107,26.91446920059426,29.728073475057343,37.722102410049395,62.13255908386304,66.37644590899619,41.91398860657366,50.16360518386958,21.986642713558346,52.13211012474001
70,70.44584715396923,40.435482031597886,39.25825433210481,41.75265113807444,37.338359348144316,51.1285585317464,48.17676264692749,58.40365279076238,28.1004360389556,45.20123457556937,46.40113438081656,40.87738937575352
71,6.654356173284974,36.46847952221219,26.681110463699355,39.65551750976225,47.16116905537426,8.663076974389785,60.58387494662141,32.63608307581532,15.047025801851571,30.70489292437516,54.07327523990698,49.30588577265013
72,35.613483026946945,37.48675035496189,43.38174419581407,81.45064407130141,20.210410590276947,0.2385903600660555,27.64678713301423,30.812673167487652,75.66964210485729,56.13737935527719,51.500524625982614,32.01767073464744
73,40.78592549833816,82.29276095072527,37.875183998944095,57.89227129055389,19.66753482791608,73.29781603252525,24.33776755021357,43.95732707845794,16.973847499807658,25.47457379301575,78.26899795962807,45.1788653869462
74,41.34623737489711,24.4935165241132,19.772153189622255,38.030384501217696,39.15984389554114,29.0376627867587,13.287883993031528,29.235143577092153,23.653004629007526,86.3893198426531,15.693578504686172,69.61386677345867
75,54.47384744128311,67.57564610572456,16.46063362685291,60.82401618591709,29.84811502392128,66.42282412312835,54.28402876601693,11.327423876040033,57.34355956568621,70.28778383814604,6.375687684688593,31.24657902504005
76,63.02567061661275,24.558435299372757,60.35021103529501,33.959305554445905,31.985128582690628,38.024127339101994,17.11478164252358,35.290698617066994,4.851067840909252,17.549125353994896,0,61.90213584357568
77,27.10495799700114,12.714817255629342,19.898917096554495,25.99577528667398,28.252995441097113,40.52508462250698,39.936544883513406,62.547629096246396,19.863143862127764,38.944376863829255,36.677167309741506,36.391395508931204
78,59.00848295420387,67.98385443496997,35.11659377056751,15.109632976245404,45.85528082980244,12.602601444243302,26.440262490566447,63.621162215908,59.064563294919715,45.430658482713774,33.06856669533082,44.5095112948855
79,54.86229141282683,36.088163987539126,45.33448959469385,33.79589758808771,29.09509349505811,31.016876770707672,68.90787947778963,71.80787270372934,61.301483444995,57.345083046883076,55.14742150186018,37.77540148587947
80,23.31525632017955,36.21418505817168,44.69622634017835,73.58134411721187,46.40824336514613,33.58415601116185,78.44503180176163,37.6130171471238,64.98355574688786,18.743525795993147,55.02433222785554,49.14825700344615
81,20.333972478325546,54.58328246238754,46.686125317059926,42.501102941524174,25.53859246941004,44.02427915540111,27.208045711509676,35.54902535391899,37.46700074438995,68.2001895736051,28.977996339766303,42.10536028739889
82,34.945609648432026,63.6799596753797,44.76162036979483,50.288660483720285,13.465232706395057,53.66671204117935,46.17393039731671,41.56714887878318,33.53410834246982,46.264785308473606,70.12355095013469,54.172789920370214
83,41.46867608277201,49.861184637330986,3.9378486242069357,55.0019637183866,15.762829540173815,40.893217935685215,7.1204494313414415,0,44.720220580243016,24.68917538394058,8.91222962898744,20.507814218970548
84,40.64928160075676,30.10356548112539,45.55032602029158,60.32340496043917,56.14381345082855,46.189458266524326,29.690512590415906,26.50815235571186,50.1648002099253,46.23932912748022,56.623223945286554,41.02227819971717
85,35.93952572772944,15.672697792051405,72.1993554465592,21.783927017768516,41.66741991105824,60.28182298344403,68.57723216542277,33.695064108117954,7.2030752845147745,37.0594200264315,6.079574305658468,43.703478000182336
86,75.94701507000956,53.497285293044015,23.56167110588917,32.29158917215656,47.54741491183018,48.956006962429136,44.545621336110855,67.38900522980569,62.79704292442338,15.023851819833798,54.911648156973975,64.13862066155818
87,85.88557877220549,64.11942006659382,27.626524002297394,73.73419779160035,59.46912650063708,56.69117238486719,38.2711751148243,29.887433695708324,19.925240404496964,40.174695201107546,37.73400987882896,35.63342415815441
88,28.43068981806684,7.372914229442337,27.004649211126093,18.872296254088184,5.849801837413381,43.24095659374127,0,14.093466923593681,59.09346340645942,18.63790944301479,38.820891793618024,29.69086486224562
89,40.05353758568479,59.733064364070756,29.29321898264388,78.91428586879434,45.59249868418566,82.76738039582254,28.190205855873863,59.04438338454509,63.007646839082895,52.823236739926045,51.735901444372914,40.940173878896104
90,56.57284916899039,28.563172438112765,35.96317017908805,67.83468725650425,13.267877263521761,44.443683404184,44.344179463446544,20.155203815417767,23.45510202657506,39.10943928794915,36.67753458236005,47.109118189795815
91,17.317925940780178,34.9121504372261,31.292118067642374,13.179390548904774,34.31271784700438,15.79599409009808,35.18410344907203,45.74581424527413,46.62488228660023,33.102567679905924,51.14891189275923,41.665707986931935
92,39.03948047996982,51.922222130337055,43.85404898827749,20.515098547129227,4.401087203075491,52.78059295138809,30.45442063023347,37.60635722787557,39.71247660234113,33.2069907850489,66.94890978262492,21.665263582949606
93,24.040577327695985,0.9183887812529932,64.94198338405172,69.89269197655771,25.802707893989293,52.147602841972805,0,71.3200375099093,58.257014506869574,57.94752443782025,32.40274647900512,5.075408586348729
94,72.62050273945465,88.77457204493176,20.00238967173542,9.370906723036214,35.232770212020256,54.42366965142208,46.727615312009206,46.938406252113374,54.70907964658328,7.100042058153726,27.541306893970216,42.52814198881398
95,7.725824269029282,62.525123197579276,57.75491641820756,32.026339708688646,30.61598770831837,57.73867998051189,55.45048016820997,43.97322260772524,35.58414112204331,30.49307270125835,46.90290220428239,75.43013869689105
96,34.39749979733733,66.1927599698632,44.71848278475192,18.7276710579001,58.71329120213849,69.76633317445206,50.27678263543934,80.82838707532989,24.057557496215416,20.42537488479528,58.73063373231884,13.31310235981763
97,67.96616651472307,30.29747396337612,29.75739163569227,28.259982246639936,78.76106066820847,69.65564378816217,67.9950011757091,21.014090032570408,66.71768353193477,50.411538368058366,68.09739194291492,39.83317147232678
98,25.570949101813383,33.728631052728346,55.99077181352165,45.16216590095647,56.35523274683064,29.39491453055075,32.19705541018936,25.277404711619845,47.35312507257357,0,32.19016734185461,67.07821563365411
99,28.799576530477864,72.54755566576841,58.565042158088076,0,59.35341438348148,46.78423294174144,49.28626625747954,75.90810914891682,63.0559615780586,36.38516649530989,31.827448302052716,19.890755082633145
100,42.593103685146474,43.45319419934138,23.5499759292559,28.502857326338894,44.843317897817826,8.241559071528343,46.29461473932349,40.39289108516634,6.683225162174168,61.912339565389765,65.08854529732042,24.075590260133854
101,30.69800125543809,16.1464397983284,17.467833206026928,26.159249343708204,9.119693878792937,71.13024505534474,26.648412069874553,53.753533566794495,25.928162735456567,0,46.50235510765823,54.60582048778082
102,62.859268788451416,24.097737567168895,30.67566522962197,46.94013749486003,65.69540961959578,4.938617187974181,56.61299563510201,50.78819485424377,33.39751663323179,23.46570419270777,64.46324594709878,29.59593558603935
103,53.643098543610364,13.155600091388113,32.230633631465196,15.992035291333394,28.867971846763517,10.397367522358344,45.332166199309626,59.21341246425585,56.34147984678896,42.0943842460021,34.87718439708924,33.365076311575876
104,43.070179762317316,4.767263931523267,42.165204593508754,0,60.76403070061134,34.38879459064405,33.37208547008365,34.59096015820238,41.95363568000413,50.25308933947511,16.512825242206812,37.20253923510409
105,47.36517674252483,36.13086760587299,30.52133036246208,68.27263864576851,84.96357483137041,52.86042353318703,48.84095277780173,1.8245249247564104,46.431277396286404,49.38990703057027,20.778281272546646,38.11586973082497
106,38.53578615444767,53.55153226897238,9.172913627671658,31.443334120763723,33.627427017914584,37.41635410443093,61.33517844986579,56.61340664887035,79.08587456164247,52.10115176858433,68.53784726039065,23.791021092826334
107,48.10110110211406,73.76614300492085,67.0231705861409,63.7086628975932,41.05019701301184,0,62.547937482582824,29.914466678190642,50.409831464761496,38.60038040551575,14.152227618551496,38.11559494125424
108,0,69.53676271486708,44.280840141874364,77.77430090847128,0,3.262764165250992,56.41191270804419,71.65391171025937,57.42545426895799,74.66978013221797,13.70796123895769,26.967941626342995
109,46.92871586244925,43.30530038423155,65.29697166243497,63.87605577352062,32.98229889011117,8.308131402757766,35.22798155807085,49.32456028713485,16.646750623146314,51.24281442409102,40.45190354255141,58.027979011214555
110,52.58186352777267,41.76062076551276,57.39504856494895,20.367426968631204,39.82580101549163,14.954483231708554,24.97457586637507,34.38525076171932,42.21942069786389,55.97298786245266,54.106717263610065,5.093941345211498
111,39.6780037998917,46.97133111047468,36.496346947704566,59.947650179821764,52.41555086525364,32.06247699652191,67.24476883641802,40.95355676001833,46.238300009575404,62.02391450095875,37.87836207541573,48.22642980927684
112,21.32578670042422,0,45.76990976398023,37.97629582966126,38.322690155677314,30.20619558963266,47.637012222680674,3.3011391512992887,56.36454795141515,32.329355753469194,57.09360426135108,64.09880246089071
113,33.167401663246494,23.74645015107361,83.07619270114202,71.66967192404329,33.43818159863351,32.838915581759686,0,38.996672391407564,41.53739411729988,14.132821305959926,46.769103943431986,35.74612357664892
114,23.9915738407167,30.567903341060216,26.825706669509266,72.472802313546,49.54176150982961,63.302130478253176,42.39971914790677,80.15315346700905,87.36911518540578,15.717602627963718,70.16836343911027,45.10315383250227
115,29.268923204031516,44.501784321908424,31.177615732900996,30.792039940365903,35.253862666755616,50.45472243440726,49.755303734763515,82.14955540468566,26.395248093403545,21.707788608324528,22.08230906445803,68.68584344620372
116,55.451164198198995,26.87123468619066,27.39574132978013,17.40329880846825,44.61766945972472,77.9433895489195,51.30493236789059,29.655613963260848,62.35644180696167,30.170846360738103,64.00113510045892,76.65746211417257
117,22.957683084673953,54.048556923687336,73.37179092276753,65.08757278564099,49.22113377635466,39.339310200936026,37.35034156616656,60.65799441914831,3.656640981713501,17.69858731551001,61.13930978523132,70.09823504026546
118,46.313929706065686,58.37849378706446,64.33393119088497,62.97688780146147,38.40112594302739,33.23376479867698,45.25844779473961,5.094631755413332,67.07353772281081,44.30099788139459,45.62977712253632,57.99861458471993
119,17.127920110273102,16.65612305721582,31.025494208200676,91.52195194155937,37.888800810919356,72.38227643416866,54.36486066442286,49.98511581370569,4.437860781246911,40.09761319910441,80.91559738017037,7.25713809982566
120,47.184159833978256,26.231864067083517,10.046028082964494,11.833675864418357,22.748559542087005,41.713817121420604,63.14155220369449,41.39450827256372,61.818666069703184,60.75288903988024,20.36944943223736,34.31214750488603
121,6.137941809510508,50.9253651499994,39.674466079345805,24.116664438337487,40.88069333163645,26.460561331385005,0,54.011672436033,20.006079890410177,41.8924998619842,32.16598607394056,56.28419979738925
122,45.23436676220607,43.738831414918906,17.555276695914394,15.476700247882519,61.78961873984363,25.721123769117348,4.049982243264964,55.48203103005384,25.041290235881895,29.791656153406866,50.33705885740283,16.847322829491024
123,21.10211861318343,49.198487514011106,4.949258993710274,34.851036438044815,9.215558901583425,60.64370661314784,12.442267443835451,36.20543673157332,76.559872536965,40.565960588156045,48.29517549493983,81.38575633464193
124,54.57666992422135,0,52.93658794817982,16.49019878273516,27.84839337298326,14.992897637338132,30.221772649437316,19.90587503801327,27.134769829881908,59.14099279658387,38.890295057162334,4.548582921262252
125,34.183355842066284,80.44497243349176,36.60319778327043,49.731469199189554,45.01579658893459,59.40687964151533,12.124440392649358,37.328328303556546,46.35727696336931,44.15091576354093,18.921932437217578,21.800148171964004
126,48.7363434603222,61.16881534976322,24.06298061117045,30.497051451363763,17.329449240998006,22.06978372516379,45.7082312995697,43.989057174699624,36.29296512372181,62.94444338612419,44.41765570287796,45.02682328999833
127,15.992999784492746,57.540838098841505,34.80822209463607,42.65737391687022,44.000448474553146,29.95316588455056,40.04165485252303,52.646233407197556,32.0938611952072,55.696036849934785,61.19426573517957,49.64843456666708
128,27.14732888669642,7.924336827080971,56.590014509701476,6.302012058746364,51.86086464952011,14.18048959440981,20.735028330320915,53.3636726541457,31.691558048496677,43.2998776682696,91.61572699038086,48.16892724721034
129,45.744395233693325,42.810358496622165,74.83013756984268,35.5153990931408,35.4033420727599,34.840434558443256,61.336498812757,20.489476203592222,9.146155733910458,25.20110419319836,21.918373442413834,54.681570591178755
130,26.914755264648992,40.924975561776165,67.69106541968489,59.48455688482394,20.241895173331734,12.180701977781197,20.14121890592519,71.34201151669018,7.883319624947248,58.11266791567928,17.840807637079944,65.85322558580052
131,0,64.59684686345771,14.999762796630133,63.17491652628834,34.27764638186236,62.61365787037048,34.07060914189565,40.805078934153805,23.780704406709997,50.759662999676344,30.515628825001638,86.06207077207767
132,51.02887675479908,56.75452004101888,63.430164104479715,38.28552588113411,30.650768525432607,57.57068351255154,55.79475453662252,44.61045823627296,62.521269609395056,69.07318614821953,55.06881733213129,49.42841989355378
133,48.45362826267303,34.47172402653988,58.18159297521491,61.28279058480183,49.19867941848044,37.80759165289464,45.711784771023716,39.6040258034749,6.332638528196689,28.93149820963106,61.91736141374681,49.781328740155686
134,24.698262103099662,37.98934385072424,66.6521975412232,25.734936159817753,40.01431324931818,40.332938817040265,5.311125878000098,68.10946737932032,47.66151395571288,50.590674884095705,57.57602701947289,14.973647193257491
135,43.77146134783486,17.226126855693373,54.10905950206873,52.877949949903716,64.99901762330987,11.153304921567408,37.9629710597032,32.082166288256175,88.02661792996483,38.895167001659324,23.878012813283547,39.00243603166058
136,32.23344560578729,66.60077270986748,59.04375916731772,32.48299400990215,22.06987360261978,32.34493086253244,40.25877304224076,53.37188611773201,16.637530033323483,81.10635592128608,37.35961696855714,28.966642555332406
137,2.351384720656519,85.18977267004382,47.42211404249119,54.588690630028964,17.84124011605603,55.31754422193377,55.728410644996416,47.15273705444105,60.888368285006635,51.235772726988074,49.02996625425778,58.69679682190373
138,39.10930475853782,51.268406285741534,73.85773927579265,19.915384863090328,28.488288463287446,47.72771821728783,44.59194039857003,46.299472854344884,41.32616046046029,57.795238527993725,38.58828342517725,32.54770326673647
139,17.23064288514786,15.479565926748592,70.1648339135985,0,50.738539614961084,11.816717550993111,15.465733738221694,52.13827750595382,58.45418875072224,58.14085885448977,17.291292935817427,37.54189930145003
140,34.11268009036272,72.08733347197216,0,41.88853481125788,0,33.653807318712666,53.12624886546316,67.25047719079251,35.12597903192458,26.29124576568075,31.047951144499198,31.784591623136826
141,57.872680928198456,44.668756270465025,45.746568872429435,44.477747162838256,28.104327589200008,16.537382935461913,49.12111670694122,61.57547921195282,52.509966318083045,37.26981048030738,57.184405463778205,0
142,59.57426841789527,48.67136470863212,20.187060373699843,44.291804134810086,21.79612323468266,35.75006472520472,49.014278752512524,14.061127096811774,54.207975354191625,55.18643131381928,21.723574011054342,43.992895729817086
