hour,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8
31,95.38185582243622,99.08243953460232,87.51791664822385,98.96782558010919,103.3649495871378,106.14507133766439,103.63766969907788,96.61232038291011,55.405904492273194,59.56518813866162,37.47205415488733,40.61315563326531,45.75288090928481,51.5104099347644,59.71749778154966,56.293156683048565
32,86.71211146696604,94.32235239223458,101.41144121597362,95.37502710928202,89.81348684879248,94.83198348931816,96.21134004875205,98.83760957177894,46.43917101032658,60.82828679801334,41.53009132300071,51.50667515737883,66.33074233870197,56.64346427783595,58.08311994650192,60.248400219535924
33,94.70100958464633,95.33082468555136,89.90639468346481,79.14875728649041,83.22510354680315,102.3405858385919,96.17256547168572,99.3806395838744,68.39624835078389,70.14749286574757,63.120646718818556,55.96167554198095,74.49709262300823,58.8087797180225,66.35606711142378,78.36533926661255
34,92.35984279963866,90.4024015514104,81.61473250766961,70.65680240011088,79.48576395930738,97.31491693381719,94.00947536873498,83.87578768489962,71.5079911409419,74.55042812617164,72.86498684320829,72.74069740281902,84.12759084321681,73.69194833422172,89.42423676035644,80.10123445820616
35,74.7838244729179,79.05555986130696,83.5183280596515,74.86208862800477,76.11956765507752,98.72010894892286,79.88393063210518,78.00419273156203,78.82319893560296,81.8251042383361,80.38244303587835,83.9960628717969,84.81726169211282,82.03579261127717,82.76358733271191,87.94282415572386
36,62.91851498397739,72.24442536509986,70.71645234769618,63.32766622219703,64.75807287489329,76.15605555605181,65.5921792649143,79.10034311622209,94.44401068630971,92.28116111410995,87.07622900561417,95.03853486736993,84.15866487418637,89.50257291762856,82.93958631435112,94.38487061145531
37,67.26926505166483,70.06481700247788,61.49543722121048,48.74527822352902,59.64078891033142,76.2965603701339,66.6435207496716,72.74058553649319,93.29284537599383,103.52911647232877,94.39973697467866,90.26579184706657,90.92712863612498,92.4640640568514,87.90365654040096,99.09581944502898
38,49.80929625132298,55.82558289151886,51.4710448391353,44.741324341072456,49.35715247227175,69.93128977791751,52.57627728687025,64.60230343990563,95.16340071880624,93.54007655663433,89.48283837262142,101.3193642618346,98.780025998904,107.09499387863148,97.04943919241624,93.59003445167157
39,49.03903654804102,56.24920814730584,50.99126558216755,27.779961014262554,43.53375509783762,51.0868917926724,53.293416394851725,47.13832498647491,86.34520771684836,89.47097635494464,103.74582052264704,97.89976133421483,87.22529753288127,97.54595953383755,88.39055791957676,94.8196200924519
40,31.108408023120994,38.15333660926051,35.88026474975841,33.09772521839612,30.31010899608645,48.555745000306295,40.618129273531565,35.55717391967791,89.35701471812646,83.89611771737485,87.74124813590147,90.69304154177615,78.49636749786798,92.80379786678496,91.46428109410985,87.547770996304
41,22.467213407940047,43.0634442909477,41.61093083161393,18.323672842876515,24.313581425260054,38.77247144332844,28.085234703514104,41.1786058017676,91.32770315944155,88.8183804605203,89.50280143926102,90.96644203610809,85.9142361739076,93.59397799263144,87.16942647766719,77.06524107429871
42,37.70472023916848,30.01984482821135,32.263613232980525,21.692457619062772,28.918991252837664,36.925205606381724,37.34890233935725,36.00941831685725,91.30552456898475,80.61230266925317,83.69228773300215,77.74392269941339,76.17290966050876,74.29850605654177,74.46398832379741,65.43192323487844
43,18.522121498083607,23.929738536036105,23.802953765163434,24.793289035929604,23.28944963996422,29.467880990312363,18.78205864798587,29.06199359760778,80.32276410984987,64.16447372561008,76.92785143353078,62.447318279576265,78.64340237057311,76.86758028557891,68.75699547198471,57.89943728775605
44,34.95713129061487,21.350985924345043,21.545428045655825,28.195132379282416,28.962186582239706,27.931954248595172,26.76050281330833,23.671427146452462,59.726299640730176,58.56799210550205,74.66369828938632,65.94347578794822,55.46074435762961,65.6639955485551,53.40335068396106,48.91284592873353
45,25.598186296677763,30.28520891883419,37.225664306050774,46.88703501932636,37.97839048517777,22.484477764896994,30.205902589667694,25.793927750582,62.92227132390987,54.810457935172,51.95519356696691,45.82298073505952,46.656181248097184,60.57643169436439,40.03010134150749,37.19606924787326
46,39.26794735710134,31.933394663704863,33.776480917206555,46.443628926629955,37.04775107343612,23.46440858325725,42.35343597466828,35.2366829077621,50.29241895967749,46.41163861289134,48.73461856261898,37.58530605056795,48.52037114025185,57.72644315173965,39.4491148837421,28.373721342606274
47,37.91046923357707,35.30999115093139,36.74396221807025,58.21720576837289,46.28579057760806,30.75011989127669,46.68198090583819,26.217928133066696,38.182562685111485,38.46011024500283,36.93098503866512,34.927386690332284,36.6014192232198,37.7576014979443,36.04426842561326,33.546146575523636
48,52.55194940196853,48.55898285095955,42.32379031300078,57.32589214797712,52.487808236532516,30.89127788756218,45.029999413711046,41.50198554451139,27.859182678713267,33.30551393380835,34.05461323785143,35.57374347493244,30.357644661152033,35.261478269027066,32.44100240276779,22.159649896588064
49,55.144830217002266,56.14844715674629,62.09961079045827,66.075815561745,62.14122929275568,33.84778689369188,50.96687558862639,40.95420032161256,24.252676802467082,30.22727764571886,35.41801060017058,21.565159243504727,20.398398236336302,27.507839662088095,26.001271820906027,28.562432977092328
50,63.000979233844504,62.60801321288118,66.08594466389792,74.32463176008496,75.40642277960723,44.81996750438695,64.50843755452765,68.98224280722562,19.329588822592736,23.413734120380635,29.311015310406354,32.91306239482829,24.99600961222977,23.479642689516236,24.101318589355245,25.84412471760271
51,70.49179433286629,77.46901992443635,83.05736107455584,81.44974389249259,81.56236982855776,61.10780285595208,76.22539692879715,66.64643120747586,24.291389865608885,23.57824711492203,24.946707654840644,19.480578286857543,28.087168662916437,23.298538616039213,21.411138587539178,27.204962533787757
52,88.79041160612111,82.26935837496568,79.04719560163704,94.04677870314065,85.91078085147876,81.12053774172627,81.72997232453321,74.28951958427722,21.71675273845513,28.560648636393488,25.950015882475267,24.816156807435,30.85379392372404,20.83324641418539,20.130726247613822,28.410118005130556
53,92.62175942038155,91.65086860709624,83.57363489075131,84.85181083847677,98.96587677789287,96.2738429573323,92.31150744256843,81.49234851031545,25.723155271835623,24.98754136238135,35.442011528284105,32.541585582238106,35.82897782644227,18.396334488775214,33.89437227312188,35.4278247947768
54,87.57545868026916,104.82578306043669,89.09190819909797,96.19202607887709,95.1344359177567,87.8868971845314,91.3109238450416,86.48446024150836,36.47574634631803,35.47900369185146,34.71183612606942,40.87402894793972,35.21669209677058,33.81300069642207,39.324688091933254,49.50464905585978
55,94.3309609638611,89.46129442113303,92.74639106327686,93.40306582892156,97.6633166446351,106.76794958928987,97.80287688512898,94.64443399779407,50.391746640603216,51.930759673936606,49.28389820911789,43.60992052740067,53.600218721445735,44.92041535475338,50.69886865619546,55.48250311114776
56,92.60735031533318,91.44665176278869,95.04195183321914,96.84420024229675,95.37668250842029,99.02003531114254,94.00748499879444,89.9674240595958,53.00255225429048,54.508637094707154,52.419208371901824,48.81661705312404,61.54102610787569,58.3940739659867,62.72454343362897,63.09098648896864
57,88.61414562227692,93.25420350830916,84.05750054393508,84.38253163638934,88.78405977113133,97.93331906072086,82.93590765818227,95.00712123923017,57.60247971529717,62.36908323265973,72.6608481681444,67.06858786984962,64.13288255165945,70.5743442445912,78.35281826587335,73.89460614099362
58,82.70237800295608,93.97544225725296,84.01196404720007,78.3641988985998,80.44354266199602,97.39893967618178,88.7942395131532,90.95093407400024,76.02005498539395,79.13958962158164,60.2075376146358,73.31661355856399,70.93740238126327,71.8674981602434,77.27761497530682,87.50557375758736
59,73.6906729552644,84.98184939448373,85.94599829009167,64.7674392806717,76.22271836664531,85.71282759912137,76.01555586914814,81.2980175538711,84.14917137822496,83.38272402400226,79.75318392588828,82.2054086166838,75.65817725181932,79.6332036712388,96.93103847324366,82.29083450610446
60,70.60187708100177,71.15141385950639,73.76140276922831,51.84848709103814,64.94424514406793,84.57439217368012,71.91617391424334,71.92983156173673,73.76522169768165,88.0538146532374,82.48577745584701,90.9590151017423,93.44146771858381,88.52002903869689,94.42925869223146,98.13014690020661
61,59.21164108268624,73.16397171610086,60.45032150311603,46.39259132567913,51.4223658031561,77.04374439814129,57.98609464336833,75.59553326027411,91.64925089149767,89.55541303827827,86.1919256488601,91.81308740909843,97.72885013032135,89.32040194591528,81.26144233807872,86.24487182509982
62,41.44038626531139,47.36618205749976,46.00705448812538,42.88248095260982,51.2530281268746,66.22951131301174,50.456362054194166,59.76585947016995,98.34425204426876,98.80253987786371,91.52581801923702,99.71806172533165,88.98387163680702,87.36769034527033,95.53657992462317,91.93844261466002
63,46.13545219716645,45.6764904021133,37.6965998307006,26.797083104817425,47.9373934734794,63.04950211662629,46.078364884110506,59.329774069083946,98.01917397120828,91.41180843107405,91.7585910157662,98.90442098619175,95.37305864695821,98.0247950853171,92.99380717626015,88.80494410157297
64,38.76367978930725,42.58721851812639,39.09441548491328,26.85464219088439,41.04024818028713,48.90357285160315,37.35083431715717,44.131986851963084,92.26895112732177,89.1736559211804,93.13090935485677,99.08710020448693,85.36279465123474,85.88175567897876,83.56428365202603,88.51935893571887
65,33.89578867777618,32.816077097163124,31.159849763251238,26.667364895613165,31.928841335653942,47.44078308668392,28.218455300205814,28.646007789127374,91.15723176189378,81.69475243231005,96.38064495997051,84.21480895044714,86.95392218675518,87.83908421686202,86.12847496524813,86.64584629368085
66,30.231020014762187,34.91329953479885,27.308736380080553,34.843092043101,26.42926495254899,37.722715390878875,22.457303251418377,23.892050287439435,78.8320346617592,76.46513703355538,83.91127846870218,73.6017207985623,73.53397280728593,78.24886405287879,76.63198590802567,72.57272375667743
67,23.378010046134882,23.685571223534332,11.653277250038583,26.045172608859808,28.03697198379531,21.288022929862514,35.11104508471549,27.79380527407431,71.44531323315431,64.7137463697587,75.11863934040852,75.35786401419472,71.18366240289028,75.09195650317832,64.2482305381621,61.88361777056379
68,30.805690469537584,15.35749404236309,34.52416459581863,28.542101527923602,31.17105056825765,22.00894722182358,14.68638274052046,17.726611757323607,68.19262944689663,63.65303483005292,63.62950696375099,61.39153198209682,66.78595387616024,70.51959799288359,62.98249252290725,57.579301350235
69,23.373217555867154,28.819934462335098,28.1064954112897,39.61187293191314,31.130425416160403,26.49272697324433,32.76787764458452,14.084738588642754,49.06859171458376,46.46497781437499,60.10675862476701,43.79798642841877,49.41277288680765,51.346234782194,43.66850749853066,42.842030839595445
70,38.03113501347006,41.85198948054734,34.57507650012836,39.62608466275598,34.15593083849994,21.714464618671894,29.051310900468735,30.96021094394457,41.04730673382204,36.81927649591392,51.157968724909296,44.72553876957767,45.82642686125325,36.987481098428425,38.0640040210347,32.1480789084246
71,51.89790038521176,42.816514215873035,56.124816304893706,61.77437983854236,40.77213789272397,33.01469685119309,46.65845948329992,23.952382320035007,49.81178157414949,36.35446475459178,41.36823351386567,41.824525528943866,34.51600828724755,38.802314976973165,30.33141152250866,31.238994814854703
72,49.88053893771545,50.03785681849451,58.90065358415585,63.51224327724055,51.857108570992054,30.30012159281974,52.926122567295515,46.127688673794005,31.281197465073852,35.18423766324388,35.12501641844702,26.07485834459488,32.15130944453312,39.55623614707971,28.175738995879957,37.24607542939831
73,61.30216301073109,49.06040730098431,72.99045086382966,67.83532488690688,64.97270088666443,43.8230218540976,63.59136064556972,51.101545120735615,33.21045772153385,23.96907261496867,25.912585086517097,28.475673381125223,29.36270383083297,31.015840380749072,26.329703424176028,18.722625114411585
74,70.30584741989261,67.31627746228878,68.52189652056131,74.73653257007496,67.79424888396152,53.26630768465868,72.38148976258668,55.23977152876855,26.96974905224039,26.5900101602422,29.940515601246364,25.01555225380697,20.7190480392981,25.281298553970455,19.028488024581254,28.671231792984326
75,82.76958615545014,64.62368136966788,72.83791069681105,81.18246303489897,74.45403720396851,56.80442498336949,77.06421487026272,56.81086403450301,20.885639986546526,24.993807643457366,27.402948965628962,23.7896110857183,24.732329183093636,33.60237699815794,23.794722334437434,24.289980836918456
76,80.14063703790083,78.60427889973087,83.77637683487208,90.46814614012861,86.80033067213881,67.19556750380444,85.39049320360044,73.54068113160638,26.413331113576508,38.598987306555834,22.519311450644455,29.233792576123133,29.922882571141315,26.007831470581035,32.70753562701097,37.9710189293088
77,83.4205400164163,90.99126092412014,80.49337323394288,91.97419898989105,89.27391721177723,79.69605828181841,86.84900222614704,80.30331219992456,32.921409600034025,29.472842945069406,29.50256642737955,22.47768198159678,36.49677607824915,32.20763504891433,40.856521213564974,44.30587920732511
78,104.91664340248198,93.89889890464148,91.79051060633009,88.74590029508768,96.40100379415476,93.94932026206439,107.66782994772106,92.67951311904658,41.2760954795115,36.78090088030872,37.51063822407999,46.20679767444326,36.011341848900194,46.4145401531875,39.80709807277801,50.540555622103824
79,94.19389532164557,101.8709899253549,93.62514597576242,97.79740476818719,104.0468505765581,93.23988199588865,94.92770069766195,94.5178210691475,37.18760866360345,45.45789617324452,43.50851065298587,45.00558030826234,44.27076353427657,47.14786926168367,55.23372639214845,60.54200343493988
80,93.02163266475631,100.06240237061859,100.78823363661479,94.33186085067723,89.10428656677803,92.17978434518369,96.09738810150687,92.25786899814996,44.611344952968366,58.13673716790435,51.99544838993438,58.12063159524991,60.94966714377093,56.809051600303384,63.04477908193369,67.39914369903329
81,87.22151383020315,99.69703162375481,95.17719086598268,88.11163403341102,85.44542040181031,93.46944367842788,91.55088839552842,84.87845407512138,64.37156813971828,62.81108914034705,59.70968512381918,59.5399851167321,62.807581391103206,58.18295145326215,66.35027428405694,79.8314803256247
82,81.74283279507546,95.10643039803448,87.99378911430053,78.58633440865837,81.41926430575506,93.3343569472159,80.84775667903051,89.38971928827515,61.031985315349345,68.64016867057411,68.67530228809453,73.17838079205633,77.15608787913938,80.23918763267022,73.68758683836953,86.48761883022921
83,77.88569156897718,86.82273984352759,75.46408003153833,72.44500643100929,78.43755246645766,82.56452475149207,88.35542673057165,86.1752127149531,74.58897397852301,80.37139625122731,77.49175550771766,90.7026476158474,77.09702504220711,79.1974061146741,88.97406800639793,92.39581854611976
84,70.04550368072641,82.45922347250888,58.856202457014625,53.941607607147,64.10928917790314,87.36655040712559,74.16508944305129,85.38742335528936,84.21944910295709,90.2349743347346,91.61318795611422,95.63191380102121,93.75008969472039,82.29240606303114,90.2964034646363,90.66711358223053
85,59.03947006880411,69.6038574765663,62.91190932363846,52.55870905680146,50.98199875527712,77.37600452366924,58.24807583845137,68.59371449497947,93.43179582168838,90.15233961574687,94.83122265620749,100.35538822809767,100.36739689434786,91.61021614515454,99.9404777110551,97.52194774876646
86,48.413908073849896,63.78210401812696,47.26316552033872,39.077981452268986,50.84488119255932,59.34841298092622,53.93282241996996,65.6358303949983,93.61916544260089,87.64088190675761,93.99790882847847,97.1256683989302,97.84677441091658,95.01851814574337,103.12428267898983,96.97326518134464
87,54.89770864386265,60.97292834682536,44.83122586662121,34.22006759841371,36.494961607935856,57.919531906218744,46.55337059344688,50.298664871139195,92.47135309375844,92.13972075495606,86.48465378800779,92.15761322438837,98.71491732082083,100.17488559210503,85.71757400361763,87.78989697516319
88,39.992902152702676,33.53517787186232,41.21516572865742,37.93790692684246,32.54385399905617,53.668019329189924,31.016342420760964,44.73287956018245,88.51896640731394,89.32505369274793,91.65885919889891,94.18403607940168,91.61554996234737,99.67582667991346,89.61624037686373,90.49417858514407
89,34.18620361565997,43.311508124991335,38.116934616401,22.95475892830376,23.231797787424554,48.97835256028966,37.222971948855424,35.79863345119175,91.72719854745593,87.35949066779357,87.01471621618026,93.15025304592727,81.87134656073806,95.99296262573853,77.84839205497315,79.92152763266357
90,20.297722345443304,28.6542067481383,19.01389825629637,24.57154850387388,24.183287868645067,34.579482840256176,25.587885175856393,37.082030595981884,83.81814023032072,70.74436061443625,85.94620603334197,74.88481137807382,78.44904498807729,79.40042105639772,69.20492518131203,60.779149519425076
91,24.794754859949137,31.16777337548136,25.368365416536847,16.04377785657075,17.35132827661257,39.961569459685414,33.39195008359373,27.96666705672038,72.32132037018587,68.97680189465301,82.17342273231439,71.94749235972517,66.3638472222385,66.37617563775457,72.6086722749896,55.764697648123146
92,28.597883805032357,34.516868601346985,24.89848979726184,27.771141087859032,32.44580567803559,25.871984148537262,16.305227797974304,25.240138560217915,68.67686820256871,67.43296166595643,67.42020915040118,63.870620004235434,71.69056889603067,71.421308900971,59.06178692420935,51.83583731970546
93,28.875879540755264,27.202328501968715,34.27705200983118,39.07273429527251,28.636401120932984,23.99733664801652,35.308387419474734,26.354315705369576,56.877391795028004,60.782315206511065,55.954901778048736,52.160121972324035,44.83640089145789,57.160576355728026,43.946058093097804,43.54175819617008
94,41.31885361300797,28.085650344670036,30.61545192261097,47.979418322589545,33.867326880676366,19.67149947060334,36.201672680660174,28.585385118740888,51.364291422291075,41.56527011194049,45.559301337406026,48.304479229577225,39.06499520212551,46.05174859520078,35.87840988103695,34.34253599855602
95,47.78679971003462,34.24140181746991,47.634135922442084,53.8940585615637,50.094969508907155,30.408879742957954,38.15623858064265,32.51791716800735,32.8469931935899,51.93035730011459,35.302641437479565,39.340304034819766,36.59851151933577,41.761181285953455,28.586547472170164,30.772674146921418
